forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
4624,1541,Los Angeles Basin,2026-06-19,276,225,313,1.94,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4625,1541,Los Angeles Basin,2026-06-20,269,230,318,1.8,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4626,1541,Los Angeles Basin,2026-06-21,267,235,323,2.05,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4627,1541,Los Angeles Basin,2026-06-22,277,240,328,2.01,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4628,1541,Los Angeles Basin,2026-06-23,279,245,333,1.86,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4629,1541,Los Angeles Basin,2026-06-24,288,250,338,1.93,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4630,1541,Los Angeles Basin,2026-06-25,308,255,343,2.09,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4631,1542,Seattle Metro,2026-05-27,110,74,130,1.42,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4632,1542,Seattle Metro,2026-05-28,101,78,134,1.48,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4633,1542,Seattle Metro,2026-05-29,103,82,138,1.4,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4634,1542,Seattle Metro,2026-05-30,118,86,142,1.49,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4635,1542,Seattle Metro,2026-05-31,115,90,146,1.54,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4636,1542,Seattle Metro,2026-06-01,126,94,150,1.47,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4637,1542,Seattle Metro,2026-06-02,122,98,154,1.45,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4638,1542,Seattle Metro,2026-06-03,125,102,158,1.49,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4639,1542,Seattle Metro,2026-06-04,129,106,162,1.52,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4640,1542,Seattle Metro,2026-06-05,128,110,166,1.52,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4641,1542,Seattle Metro,2026-06-06,137,114,170,1.58,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4642,1542,Seattle Metro,2026-06-07,134,118,174,1.61,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4643,1542,Seattle Metro,2026-06-08,144,122,178,1.67,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4644,1542,Seattle Metro,2026-06-09,152,126,182,1.62,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4645,1542,Seattle Metro,2026-06-10,168,130,186,1.74,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4646,1542,Seattle Metro,2026-06-11,159,134,190,1.69,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4647,1542,Seattle Metro,2026-06-12,156,138,194,1.74,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4648,1542,Seattle Metro,2026-06-13,159,142,198,1.69,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4649,1542,Seattle Metro,2026-06-14,179,146,202,1.71,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4650,1542,Seattle Metro,2026-06-15,177,150,206,1.71,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4651,1542,Seattle Metro,2026-06-16,174,154,210,1.78,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4652,1542,Seattle Metro,2026-06-17,175,158,214,1.86,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4653,1542,Seattle Metro,2026-06-18,181,162,218,1.85,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4654,1542,Seattle Metro,2026-06-19,186,166,222,1.89,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4655,1542,Seattle Metro,2026-06-20,210,170,226,1.87,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4656,1542,Seattle Metro,2026-06-21,194,174,230,1.93,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4657,1542,Seattle Metro,2026-06-22,209,178,234,1.96,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4658,1542,Seattle Metro,2026-06-23,203,182,238,1.88,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4659,1542,Seattle Metro,2026-06-24,210,186,242,1.99,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4660,1542,Seattle Metro,2026-06-25,210,190,246,1.93,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""enterprise_adoption_signal"",""new_bundle_launch"",""early_retail_store_cluster""],""top_advocate"":""@5gmobile_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-27T11:26:27Z
4661,1542,Austin Metro,2026-05-27,77,60,108,1.28,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4662,1542,Austin Metro,2026-05-28,79,63,111,1.37,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4663,1542,Austin Metro,2026-05-29,91,66,114,1.44,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4664,1542,Austin Metro,2026-05-30,92,69,117,1.33,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4665,1542,Austin Metro,2026-05-31,91,72,120,1.47,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4666,1542,Austin Metro,2026-06-01,94,75,123,1.44,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4667,1542,Austin Metro,2026-06-02,104,78,126,1.39,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4668,1542,Austin Metro,2026-06-03,112,81,129,1.46,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4669,1542,Austin Metro,2026-06-04,97,84,132,1.43,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4670,1542,Austin Metro,2026-06-05,104,87,135,1.45,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4671,1542,Austin Metro,2026-06-06,106,90,138,1.53,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4672,1542,Austin Metro,2026-06-07,126,93,141,1.53,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4673,1542,Austin Metro,2026-06-08,125,96,144,1.56,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4674,1542,Austin Metro,2026-06-09,123,99,147,1.55,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4675,1542,Austin Metro,2026-06-10,123,102,150,1.53,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4676,1542,Austin Metro,2026-06-11,125,105,153,1.66,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4677,1542,Austin Metro,2026-06-12,126,108,156,1.62,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4678,1542,Austin Metro,2026-06-13,136,111,159,1.67,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4679,1542,Austin Metro,2026-06-14,131,114,162,1.63,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4680,1542,Austin Metro,2026-06-15,147,117,165,1.64,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4681,1542,Austin Metro,2026-06-16,141,120,168,1.65,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4682,1542,Austin Metro,2026-06-17,141,123,171,1.7,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4683,1542,Austin Metro,2026-06-18,152,126,174,1.61,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4684,1542,Austin Metro,2026-06-19,146,129,177,1.72,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4685,1542,Austin Metro,2026-06-20,146,132,180,1.7,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4686,1542,Austin Metro,2026-06-21,156,135,183,1.73,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4687,1542,Austin Metro,2026-06-22,158,138,186,1.69,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4688,1542,Austin Metro,2026-06-23,169,141,189,1.67,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4689,1542,Austin Metro,2026-06-24,171,144,192,1.82,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4690,1542,Austin Metro,2026-06-25,180,147,195,1.7,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_partner_roundtable"",""retail_store_network_adoption"",""support_team_forum_signal""],""top_advocate"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-27T11:26:27Z
4691,1543,Denver Metro,2026-05-27,61,47,89,1.21,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4692,1543,Denver Metro,2026-05-28,62,49,91,1.19,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4693,1543,Denver Metro,2026-05-29,72,51,93,1.24,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4694,1543,Denver Metro,2026-05-30,71,53,95,1.24,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4695,1543,Denver Metro,2026-05-31,80,55,97,1.24,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4696,1543,Denver Metro,2026-06-01,87,57,99,1.21,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4697,1543,Denver Metro,2026-06-02,84,59,101,1.22,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4698,1543,Denver Metro,2026-06-03,90,61,103,1.27,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4699,1543,Denver Metro,2026-06-04,88,63,105,1.21,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4700,1543,Denver Metro,2026-06-05,81,65,107,1.3,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4701,1543,Denver Metro,2026-06-06,80,67,109,1.33,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4702,1543,Denver Metro,2026-06-07,81,69,111,1.31,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4703,1543,Denver Metro,2026-06-08,92,71,113,1.24,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4704,1543,Denver Metro,2026-06-09,102,73,115,1.36,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4705,1543,Denver Metro,2026-06-10,94,75,117,1.32,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
4706,1543,Denver Metro,2026-06-11,104,77,119,1.29,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""field_dispatch_cluster"",""new_device_launch_effect"",""summer_travel_start""],""top_advocate"":""@rehab_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-27T11:26:27Z
