connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
45182,4864,4865,follows,0.529,91,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45183,4972,4755,collaborates,0.916,120,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45184,4982,4549,mentioned,0.146,102,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45185,4846,4596,reshared,0.975,130,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45186,4774,4871,tagged,0.685,15,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45187,4747,4606,duet,0.385,117,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45188,4984,4860,inspired_by,0.416,195,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45189,4582,4730,follows,0.74,7,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45190,5016,4597,collaborates,0.436,13,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45191,4660,4777,mentioned,0.908,23,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45192,4701,4913,reshared,0.662,148,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45193,4976,4978,tagged,0.21,17,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45194,4585,4858,duet,0.703,48,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45195,4974,4645,inspired_by,0.598,35,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45196,4782,4587,follows,0.575,168,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45197,4942,5013,collaborates,0.366,105,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45198,4724,4779,mentioned,0.515,10,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45199,4888,4863,reshared,0.153,134,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45200,4687,4946,tagged,0.675,20,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45201,4731,4667,duet,0.356,157,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45202,4931,4693,inspired_by,0.719,186,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45203,4979,4696,follows,0.856,181,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45204,4928,4748,collaborates,0.309,132,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45205,4778,4601,mentioned,0.337,119,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45206,4680,5026,reshared,0.306,141,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45207,4841,4794,tagged,0.542,171,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45208,4769,4588,duet,0.666,58,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45209,4554,5009,inspired_by,0.332,39,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45210,4698,4958,follows,0.166,105,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45211,4966,4878,collaborates,0.788,144,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45212,4811,4835,mentioned,0.902,174,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45213,4757,4608,reshared,0.925,184,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45214,5051,4632,tagged,0.699,174,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45215,4900,4563,duet,0.254,67,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45216,4899,4900,inspired_by,0.221,177,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45217,4959,4647,follows,0.774,197,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45218,4571,4749,collaborates,0.164,115,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45219,4981,4801,mentioned,0.969,67,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45220,4579,4672,reshared,0.527,97,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45221,5010,4821,tagged,0.716,127,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45222,4664,4875,duet,0.718,35,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45223,4728,4862,inspired_by,0.833,4,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45224,4841,4922,follows,0.693,26,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45225,4813,4613,collaborates,0.462,191,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45226,4970,4861,mentioned,0.474,179,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45227,4722,4782,reshared,0.362,131,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45228,4554,4913,tagged,0.46,88,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45229,5009,4635,duet,0.91,57,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45230,4931,4619,inspired_by,0.953,147,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45231,4984,4796,follows,0.488,179,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45232,4766,4668,collaborates,0.803,169,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45233,4632,4844,mentioned,0.476,19,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45234,4757,4563,reshared,0.223,81,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45235,4899,4964,tagged,0.513,149,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45236,4746,4593,duet,0.687,40,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45237,4953,4710,inspired_by,0.251,17,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45238,4730,4722,follows,0.231,166,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45239,4685,4965,collaborates,0.975,157,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45240,4642,4999,mentioned,0.978,142,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45241,4895,4762,reshared,0.744,12,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45242,4857,5044,tagged,0.604,117,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45243,4933,4691,duet,0.56,160,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45244,4958,4908,inspired_by,0.862,152,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45245,4755,4962,follows,0.295,57,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45246,4743,4845,collaborates,0.3,66,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45247,4749,4762,mentioned,0.245,56,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45248,5004,4709,reshared,0.801,188,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45249,4562,4773,tagged,0.898,58,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45250,5042,4799,duet,0.868,126,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45251,5029,4588,inspired_by,0.67,104,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45252,4870,4633,follows,0.531,146,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45253,4705,4564,collaborates,0.136,179,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45254,4743,4752,mentioned,0.226,171,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45255,4883,4890,reshared,0.316,171,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45256,5002,4672,tagged,0.547,109,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45257,4572,4898,duet,0.795,176,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45258,4908,4591,inspired_by,0.783,73,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45259,5048,4899,follows,0.359,142,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45260,4594,4884,collaborates,0.576,90,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45261,4977,4765,mentioned,0.137,143,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45262,4660,4692,reshared,0.463,152,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45263,4612,4965,tagged,0.81,41,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45264,4867,4603,duet,0.869,97,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45265,4753,4565,inspired_by,0.941,68,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45266,4880,4724,follows,0.638,128,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45267,4871,4972,collaborates,0.511,91,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45268,5052,5043,mentioned,0.748,120,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45269,4941,4601,reshared,0.241,102,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45270,5027,4980,tagged,0.835,194,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45271,5008,4618,duet,0.739,17,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45272,5027,4562,inspired_by,0.959,13,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45273,4767,5019,follows,0.778,47,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45274,4898,4972,collaborates,0.741,4,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45275,5015,4780,mentioned,0.532,158,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45276,4862,4816,reshared,0.879,29,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45277,4628,4945,tagged,0.448,82,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45278,4541,4759,duet,0.823,2,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45279,4730,4842,inspired_by,0.986,40,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45280,4571,4715,follows,0.256,191,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45281,4673,4941,collaborates,0.937,85,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45282,4588,4657,mentioned,0.964,191,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45283,5041,4994,reshared,0.652,34,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45284,4911,4677,tagged,0.538,173,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45285,5001,5060,duet,0.305,175,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45286,4567,4901,inspired_by,0.298,112,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45287,5058,4842,follows,0.556,42,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45288,4711,4553,collaborates,0.629,172,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45289,4734,4894,mentioned,0.715,67,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45290,4562,5006,reshared,0.136,193,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45291,4593,4578,tagged,0.138,179,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45292,4841,4874,duet,0.922,98,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45293,4970,5010,inspired_by,0.179,135,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45294,4728,4896,follows,0.492,181,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45295,5029,4894,collaborates,0.574,144,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45296,4580,4683,mentioned,0.373,9,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45297,5045,4600,reshared,0.146,65,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45298,4709,4689,tagged,0.413,167,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45299,4884,4894,duet,0.273,137,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45300,4707,4883,inspired_by,0.499,187,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45301,5025,4568,follows,0.548,95,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45302,4976,4953,collaborates,0.756,66,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45303,4971,4751,mentioned,0.341,68,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45304,4957,4685,reshared,0.517,119,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45305,5055,4828,tagged,0.413,12,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45306,4677,4603,duet,0.777,11,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45307,4791,4742,inspired_by,0.943,82,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45308,4809,4708,follows,0.903,150,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45309,4634,4906,collaborates,0.407,94,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45310,5048,4568,mentioned,0.246,163,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45311,4569,4950,reshared,0.964,197,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45312,4777,4894,tagged,0.588,92,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45313,4567,5009,duet,0.616,28,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45314,4742,4916,inspired_by,0.996,90,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45315,4606,4625,follows,0.921,186,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45316,4581,4723,collaborates,0.824,22,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45317,4973,4833,mentioned,0.745,101,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45318,4987,4671,reshared,0.772,141,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45319,4829,4688,tagged,0.614,162,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45320,4644,4766,duet,0.643,19,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45321,5055,4966,inspired_by,0.633,28,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45322,4641,5009,follows,0.106,89,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45323,4752,4919,collaborates,0.533,42,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45324,4951,4593,mentioned,0.144,133,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45325,4896,4656,reshared,0.578,55,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45326,4768,4664,tagged,0.187,1,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45327,4682,4579,duet,0.979,79,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45328,4916,4843,inspired_by,0.23,122,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45329,4878,4627,follows,0.823,182,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45330,4699,4900,collaborates,0.225,43,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45331,4709,4950,mentioned,0.545,26,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45332,4985,4708,reshared,0.393,134,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45333,4603,4566,tagged,0.377,166,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45334,4922,4677,duet,0.499,17,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45335,4954,4959,inspired_by,0.386,73,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45336,4845,4776,follows,0.126,125,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45337,4850,4769,collaborates,0.794,174,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45338,5007,4825,mentioned,0.749,188,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45339,4847,4830,reshared,0.344,96,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45340,5028,4546,tagged,0.805,179,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45341,4563,4665,duet,0.69,49,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45342,4564,4770,inspired_by,0.179,6,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45343,4669,4676,follows,0.476,22,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45344,4597,4705,collaborates,0.905,121,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45345,4965,4680,mentioned,0.446,152,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45346,4653,5006,reshared,0.35,100,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45347,4571,4771,tagged,0.619,86,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45348,5053,4628,duet,0.308,111,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45349,4884,4879,inspired_by,0.906,53,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45350,4618,4753,follows,0.317,28,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45351,5026,4680,collaborates,0.745,20,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45352,4819,4577,mentioned,0.342,82,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45353,4556,4627,reshared,0.213,173,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45354,4549,4641,tagged,0.701,17,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45355,4624,4955,duet,0.379,63,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45356,4999,4681,inspired_by,0.636,186,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45357,4924,4979,follows,0.322,138,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45358,4943,5052,collaborates,0.12,158,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45359,4801,4908,mentioned,0.758,109,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45360,4827,4545,reshared,0.843,48,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45361,4981,4589,tagged,0.731,37,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45362,4950,4615,duet,0.355,44,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45363,4928,4572,inspired_by,0.533,162,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45364,4892,4698,follows,0.854,129,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45365,4660,4594,collaborates,0.891,194,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45366,4576,4769,mentioned,0.902,71,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45367,4644,4877,reshared,0.281,198,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45368,4973,4569,tagged,0.881,19,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45369,4904,4819,duet,0.179,81,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45370,4832,4972,inspired_by,0.149,40,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45371,5014,4664,follows,0.167,197,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45372,4977,5005,collaborates,0.87,173,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45373,4876,4573,mentioned,0.641,84,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45374,4609,4985,reshared,0.303,81,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45375,4924,4573,tagged,0.724,52,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45376,4908,4613,duet,0.711,196,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45377,4603,4677,inspired_by,0.672,43,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45378,4794,4813,follows,0.818,16,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45379,4709,4834,collaborates,0.273,14,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45380,4877,4799,mentioned,0.19,198,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45381,4771,4548,reshared,0.532,24,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45382,4897,4821,tagged,0.988,99,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45383,4762,4691,duet,0.71,150,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45384,5046,4862,follows,0.855,148,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45385,4778,4822,collaborates,0.675,141,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45386,4822,4760,mentioned,0.452,150,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45387,4844,4934,reshared,0.174,98,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45388,4702,4999,tagged,0.499,161,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45389,4594,4954,duet,0.687,125,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45390,4572,4673,inspired_by,0.469,156,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45391,4890,4934,follows,0.827,116,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45392,4777,4753,collaborates,0.178,148,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45393,4831,4779,mentioned,0.294,162,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45394,4678,4759,reshared,0.731,13,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45395,4910,4797,tagged,0.315,42,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45396,4768,5026,duet,0.505,113,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45397,4705,4772,inspired_by,0.473,61,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45398,4731,4552,follows,0.395,169,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45399,4882,5049,collaborates,0.969,9,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45400,4565,4888,mentioned,0.6,24,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45401,5015,4896,reshared,0.316,61,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45402,4955,4748,tagged,0.442,194,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45403,4864,4561,duet,0.167,179,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45404,4598,4769,inspired_by,0.502,112,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45405,4726,4835,follows,0.936,89,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45406,4714,4961,collaborates,0.116,101,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45407,4818,4628,mentioned,0.308,151,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45408,4941,4922,reshared,0.343,80,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45409,5028,4625,tagged,0.858,158,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45410,4975,4933,duet,0.825,60,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45411,4723,4798,inspired_by,0.228,130,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45412,4631,4745,follows,0.12,100,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45413,4814,4556,collaborates,0.423,115,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45414,4664,4817,mentioned,0.648,134,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45415,4615,4558,reshared,0.338,162,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45416,4833,4855,tagged,0.52,87,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45417,4904,5021,duet,0.712,196,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45418,4887,4826,inspired_by,0.212,162,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45419,4821,4756,follows,0.31,174,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45420,4582,4730,collaborates,0.989,16,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45421,5042,4791,mentioned,0.5,73,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45422,4935,4828,reshared,0.342,109,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45423,4743,4896,tagged,0.174,107,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45424,4704,4959,duet,0.881,171,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45425,4574,4744,inspired_by,0.322,127,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45426,4955,4742,follows,0.585,93,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45427,4965,4574,collaborates,0.106,186,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45428,4682,4912,mentioned,0.662,42,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45429,4984,4679,reshared,0.504,149,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45430,4862,4730,tagged,0.668,60,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45431,4898,4698,duet,0.984,62,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45432,4658,4906,inspired_by,0.331,48,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45433,4799,4978,follows,0.188,178,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45434,4849,4651,collaborates,0.643,165,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45435,4646,4555,mentioned,0.973,168,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45436,4974,4750,reshared,0.889,145,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45437,4615,4958,tagged,0.168,109,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45438,4576,4725,duet,0.619,146,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45439,4776,4946,inspired_by,0.274,91,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45440,4810,4873,follows,0.642,119,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45441,4688,4664,collaborates,0.945,141,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45442,4819,4625,mentioned,0.35,22,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45443,4981,4683,reshared,0.241,199,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45444,4955,4991,tagged,0.711,10,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45445,4609,4680,duet,0.355,30,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45446,5047,5041,inspired_by,0.929,48,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45447,4849,4665,follows,0.166,53,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45448,4853,4922,collaborates,0.608,30,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45449,5021,5008,mentioned,0.446,155,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45450,4881,4656,reshared,0.211,76,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45451,5006,4696,tagged,0.395,86,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45452,4674,5018,duet,0.776,63,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45453,5046,4812,inspired_by,0.719,11,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45454,4561,4769,follows,0.91,107,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45455,4718,4811,collaborates,0.127,170,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45456,4613,4778,mentioned,0.669,112,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45457,4690,5046,reshared,0.754,76,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45458,4960,5047,tagged,0.224,55,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45459,4802,5017,duet,0.132,64,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45460,5009,4757,inspired_by,0.197,176,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45461,4727,4898,follows,0.953,87,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45462,4802,4698,collaborates,0.506,149,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45463,4970,4582,mentioned,0.884,60,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
45464,4888,4684,reshared,0.42,22,2026-05-27T11:26:24Z,2026-05-27T11:26:24Z
