influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
4749,@family_plan_sage,Family Plan Sage,youtube,54171,0.0547,86.73,Customer Retention,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4750,@family_plan_ava,Family Plan Ava,threads,28877,0.0395,79.57,Home Internet,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4751,@connected_life_ivy,Connected Life Ivy,instagram,81659,0.0723,88.21,Device Upgrades,New York,New York,US,0,2026-05-27T11:26:09Z
4752,@connected_life_xena,Connected Life Xena,tiktok,66523,0.0434,85.53,Roaming Services,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4753,@connected_life_aria,Connected Life Aria,twitter,17538,0.0416,72.88,Enterprise Connectivity,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4754,@connected_life_reed,Connected Life Reed,youtube,34330,0.0495,73.11,IoT Connectivity,Houston,Texas,US,0,2026-05-27T11:26:09Z
4755,@connected_life_ava,Connected Life Ava,threads,32650,0.062,90.82,Network Monitoring,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4756,@connected_life_jace,Connected Life Jace,instagram,973547,0.0239,76.21,Service Assurance,San Francisco,California,US,1,2026-05-27T11:26:09Z
4757,@connected_life_zoe,Connected Life Zoe,tiktok,4131016,0.021,83.27,Field Operations,Miami,Florida,US,1,2026-05-27T11:26:09Z
4758,@connected_life_cleo,Connected Life Cleo,twitter,78749,0.0796,91.24,Family Plans,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4759,@connected_life_cass,Connected Life Cass,youtube,2860,0.0598,77.98,Connected Life,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4760,@connected_life_mia,Connected Life Mia,threads,9768,0.1199,100,Billing Experience,Austin,Texas,US,0,2026-05-27T11:26:09Z
4761,@sim_swap_leo,Sim Swap Leo,instagram,578785,0.0417,92.79,Mobile Service,Nashville,Tennessee,US,1,2026-05-27T11:26:09Z
4762,@sim_swap_zara,Sim Swap Zara,tiktok,932028,0.0257,90.01,Fiber Broadband,Portland,Oregon,US,1,2026-05-27T11:26:09Z
4763,@sim_swap_jack,Sim Swap Jack,twitter,3335,0.0786,88.72,5G Services,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4764,@sim_swap_vince,Sim Swap Vince,youtube,72255,0.0261,77.77,Customer Retention,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4765,@sim_swap_finn,Sim Swap Finn,threads,82958,0.0334,76.79,Home Internet,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4766,@sim_swap_reed,Sim Swap Reed,instagram,986940,0.0339,82,Device Upgrades,San Diego,California,US,1,2026-05-27T11:26:09Z
4767,@sim_swap_cole,Sim Swap Cole,tiktok,556494,0.0346,81.95,Roaming Services,Minneapolis,Minnesota,US,1,2026-05-27T11:26:09Z
4768,@sim_swap_liam,Sim Swap Liam,twitter,7738,0.1168,100,Enterprise Connectivity,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4769,@sim_swap_kai,Sim Swap Kai,youtube,85515,0.0449,85.32,IoT Connectivity,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4770,@sim_swap_hope,Sim Swap Hope,threads,9454,0.1075,100,Network Monitoring,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4771,@latency_ruby,Latency Ruby,instagram,5804,0.0919,84.93,Service Assurance,New York,New York,US,0,2026-05-27T11:26:09Z
4772,@latency_cass,Latency Cass,tiktok,8822,0.0721,77.35,Field Operations,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4773,@latency_ivy,Latency Ivy,twitter,2511,0.0503,61.47,Family Plans,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4774,@latency_zara,Latency Zara,youtube,16380,0.0627,82.61,Connected Life,Houston,Texas,US,0,2026-05-27T11:26:09Z
4775,@latency_mia,Latency Mia,threads,74830,0.0294,78.51,Billing Experience,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4776,@latency_xena,Latency Xena,instagram,61164,0.0273,68.86,Mobile Service,San Francisco,California,US,0,2026-05-27T11:26:09Z
4777,@latency_luna,Latency Luna,tiktok,18671,0.059,80.15,Fiber Broadband,Miami,Florida,US,0,2026-05-27T11:26:09Z
4778,@latency_vince,Latency Vince,twitter,80687,0.0254,73,5G Services,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4779,@latency_aria,Latency Aria,youtube,2739,0.0309,58.22,Customer Retention,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4780,@latency_tess,Latency Tess,threads,6719295,0.0052,87.38,Home Internet,Austin,Texas,US,1,2026-05-27T11:26:09Z
4781,@network_max,Network Max,instagram,7028,0.0616,80.01,Device Upgrades,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4782,@network_sarah,Network Sarah,tiktok,79307,0.0479,87.5,Roaming Services,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4791,@tower_cleo,Tower Cleo,twitter,9054,0.0976,100,Enterprise Connectivity,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4792,@tower_jen,Tower Jen,youtube,3847,0.032,65.75,IoT Connectivity,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4793,@tower_faye,Tower Faye,threads,89499,0.0498,91.36,Network Monitoring,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4794,@tower_zoe,Tower Zoe,instagram,66856,0.052,90.92,Service Assurance,San Diego,California,US,0,2026-05-27T11:26:09Z
4795,@tower_hope,Tower Hope,tiktok,33098,0.0762,92.08,Field Operations,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4796,@tower_lily,Tower Lily,twitter,27481,0.0609,88.66,Family Plans,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4797,@tower_jace,Tower Jace,youtube,37126,0.0751,89.56,Connected Life,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4798,@tower_maya,Tower Maya,threads,1343,0.0714,71.49,Billing Experience,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4799,@tower_liam,Tower Liam,instagram,2199,0.0524,69.56,Mobile Service,New York,New York,US,0,2026-05-27T11:26:09Z
4800,@tower_ava,Tower Ava,tiktok,87988,0.0333,78.81,Fiber Broadband,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4801,@smallcell_dane,Smallcell Dane,twitter,97815,0.0531,89.13,5G Services,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4802,@smallcell_zoe,Smallcell Zoe,youtube,3806,0.0466,64.97,Customer Retention,Houston,Texas,US,0,2026-05-27T11:26:09Z
4803,@smallcell_ines,Smallcell Ines,threads,9046,0.0903,99.96,Home Internet,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4804,@smallcell_maya,Smallcell Maya,instagram,9257,0.0651,75.9,Device Upgrades,San Francisco,California,US,0,2026-05-27T11:26:09Z
4805,@smallcell_nora,Smallcell Nora,tiktok,26927,0.0283,72.22,Roaming Services,Miami,Florida,US,0,2026-05-27T11:26:09Z
4806,@smallcell_nina,Smallcell Nina,twitter,339495,0.0276,76.63,Enterprise Connectivity,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4807,@smallcell_sage,Smallcell Sage,youtube,31634,0.0395,71.81,IoT Connectivity,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4808,@smallcell_aria,Smallcell Aria,threads,5521,0.0852,81.09,Network Monitoring,Austin,Texas,US,0,2026-05-27T11:26:09Z
4809,@smallcell_wren,Smallcell Wren,instagram,77393,0.0734,99.74,Service Assurance,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4810,@smallcell_mia,Smallcell Mia,tiktok,33356,0.0664,82.73,Field Operations,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4811,@hotspot_faye,Hotspot Faye,twitter,34523,0.066,91.25,Family Plans,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4812,@hotspot_lily,Hotspot Lily,youtube,90735,0.0313,70.1,Connected Life,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4813,@hotspot_liam,Hotspot Liam,threads,9343493,0.0241,91.71,Billing Experience,Dallas,Texas,US,1,2026-05-27T11:26:09Z
4814,@hotspot_nina,Hotspot Nina,instagram,1874,0.0958,93.74,Mobile Service,San Diego,California,US,0,2026-05-27T11:26:09Z
4815,@hotspot_tess,Hotspot Tess,tiktok,860338,0.0254,81.28,Fiber Broadband,Minneapolis,Minnesota,US,1,2026-05-27T11:26:09Z
4816,@hotspot_luna,Hotspot Luna,twitter,49685,0.0797,95.64,5G Services,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4817,@hotspot_zara,Hotspot Zara,youtube,17484,0.0309,66.3,Customer Retention,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4818,@hotspot_ruby,Hotspot Ruby,threads,2668,0.1144,94.73,Home Internet,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4819,@hotspot_jen,Hotspot Jen,instagram,322092,0.0244,84.99,Device Upgrades,New York,New York,US,0,2026-05-27T11:26:09Z
4820,@hotspot_hope,Hotspot Hope,tiktok,223402,0.041,80.55,Roaming Services,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4821,@streaming_gus,Streaming Gus,twitter,7046,0.0545,80.15,Enterprise Connectivity,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4822,@streaming_maya,Streaming Maya,youtube,2140,0.0865,79.12,IoT Connectivity,Houston,Texas,US,0,2026-05-27T11:26:09Z
4823,@streaming_pia,Streaming Pia,threads,9810,0.099,94.34,Network Monitoring,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4824,@streaming_aria,Streaming Aria,instagram,942762,0.0428,87.52,Service Assurance,San Francisco,California,US,1,2026-05-27T11:26:09Z
4825,@streaming_yuri,Streaming Yuri,tiktok,37798,0.0535,84.39,Field Operations,Miami,Florida,US,0,2026-05-27T11:26:09Z
4826,@streaming_ruby,Streaming Ruby,twitter,10409160,0.0132,86.49,Family Plans,Seattle,Washington,US,1,2026-05-27T11:26:09Z
4827,@streaming_alex,Streaming Alex,youtube,99078,0.0255,68.97,Connected Life,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4828,@streaming_jace,Streaming Jace,threads,41848,0.0273,75.48,Billing Experience,Austin,Texas,US,0,2026-05-27T11:26:09Z
4829,@streaming_cole,Streaming Cole,instagram,112390,0.0322,77.67,Mobile Service,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4830,@streaming_tess,Streaming Tess,tiktok,158375,0.0156,70.84,Fiber Broadband,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4831,@gaming_hope,Gaming Hope,twitter,868999,0.0207,87.74,5G Services,Boston,Massachusetts,US,1,2026-05-27T11:26:09Z
4832,@gaming_ava,Gaming Ava,youtube,95226,0.0746,100,Customer Retention,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4833,@gaming_tess,Gaming Tess,threads,741380,0.0351,85.2,Home Internet,Dallas,Texas,US,1,2026-05-27T11:26:09Z
4834,@gaming_mia,Gaming Mia,instagram,1685,0.106,91.18,Device Upgrades,San Diego,California,US,0,2026-05-27T11:26:09Z
4835,@gaming_sarah,Gaming Sarah,tiktok,8794,0.0572,77.63,Roaming Services,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4841,@firstnet_ines,Firstnet Ines,twitter,1053,0.1013,83.08,Enterprise Connectivity,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4842,@firstnet_nina,Firstnet Nina,youtube,70060,0.0265,68.5,IoT Connectivity,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4843,@firstnet_wren,Firstnet Wren,threads,8049,0.0985,92.36,Network Monitoring,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4844,@firstnet_ruby,Firstnet Ruby,instagram,6712,0.1129,100,Service Assurance,New York,New York,US,0,2026-05-27T11:26:09Z
4845,@firstnet_marcus,Firstnet Marcus,tiktok,33349,0.03,66.5,Field Operations,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4846,@firstnet_omar,Firstnet Omar,twitter,89102,0.0768,96.04,Family Plans,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4847,@firstnet_owen,Firstnet Owen,youtube,4209,0.0725,75.4,Connected Life,Houston,Texas,US,0,2026-05-27T11:26:09Z
4848,@firstnet_cass,Firstnet Cass,threads,12527,0.0784,85.56,Billing Experience,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4849,@firstnet_gus,Firstnet Gus,instagram,76212,0.0529,81.11,Mobile Service,San Francisco,California,US,0,2026-05-27T11:26:09Z
4850,@firstnet_ava,Firstnet Ava,tiktok,87124,0.0396,84.91,Fiber Broadband,Miami,Florida,US,0,2026-05-27T11:26:09Z
4851,@rural_jace,Rural Jace,twitter,39615,0.055,89.97,5G Services,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4852,@rural_ella,Rural Ella,youtube,71265,0.0327,70.71,Customer Retention,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4853,@rural_zara,Rural Zara,threads,5858,0.0897,96.62,Home Internet,Austin,Texas,US,0,2026-05-27T11:26:09Z
4854,@rural_faye,Rural Faye,instagram,2887,0.1196,100,Device Upgrades,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4855,@rural_ava,Rural Ava,tiktok,44365,0.0655,84.35,Roaming Services,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4856,@rural_vince,Rural Vince,twitter,465287,0.0233,82.19,Enterprise Connectivity,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4857,@rural_ruby,Rural Ruby,youtube,2831011,0.0168,92.26,IoT Connectivity,Atlanta,Georgia,US,1,2026-05-27T11:26:09Z
4858,@rural_lily,Rural Lily,threads,56061,0.0608,91.32,Network Monitoring,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4859,@rural_reed,Rural Reed,instagram,21074,0.0274,61.19,Service Assurance,San Diego,California,US,0,2026-05-27T11:26:09Z
4860,@rural_mia,Rural Mia,tiktok,334449,0.0294,88.23,Field Operations,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4861,@urban_kara,Urban Kara,twitter,3539,0.0458,72.76,Family Plans,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4862,@urban_aria,Urban Aria,youtube,8429,0.0526,74.03,Connected Life,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4863,@urban_dev,Urban Dev,threads,4344,0.0304,54.71,Billing Experience,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4864,@urban_jace,Urban Jace,instagram,34357,0.0673,90.59,Mobile Service,New York,New York,US,0,2026-05-27T11:26:09Z
4865,@urban_finn,Urban Finn,tiktok,8222,0.072,87.18,Fiber Broadband,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4866,@urban_cass,Urban Cass,twitter,4568,0.057,70.23,5G Services,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4867,@urban_ines,Urban Ines,youtube,70040,0.0765,100,Customer Retention,Houston,Texas,US,0,2026-05-27T11:26:09Z
4868,@urban_ella,Urban Ella,threads,2065,0.0788,74.47,Home Internet,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4869,@urban_beau,Urban Beau,instagram,1828,0.0778,75.2,Device Upgrades,San Francisco,California,US,0,2026-05-27T11:26:09Z
4870,@urban_hope,Urban Hope,tiktok,25750,0.0297,70.27,Roaming Services,Miami,Florida,US,0,2026-05-27T11:26:09Z
4871,@mvno_liam,Mvno Liam,twitter,8824,0.05,73.69,Enterprise Connectivity,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4872,@mvno_luna,Mvno Luna,youtube,8667,0.0335,71.2,IoT Connectivity,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4873,@mvno_jen,Mvno Jen,threads,65185,0.0464,78.29,Network Monitoring,Austin,Texas,US,0,2026-05-27T11:26:09Z
4874,@mvno_omar,Mvno Omar,instagram,981532,0.0191,86.95,Service Assurance,Nashville,Tennessee,US,1,2026-05-27T11:26:09Z
4875,@mvno_mia,Mvno Mia,tiktok,3585,0.0337,61.35,Field Operations,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4876,@mvno_zoe,Mvno Zoe,twitter,68628,0.0608,89.13,Family Plans,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4877,@mvno_reed,Mvno Reed,youtube,3056,0.042,70.68,Connected Life,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4878,@mvno_ivy,Mvno Ivy,threads,240048,0.0432,93.41,Billing Experience,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4879,@mvno_lily,Mvno Lily,instagram,4768,0.0654,71.69,Mobile Service,San Diego,California,US,0,2026-05-27T11:26:09Z
4880,@mvno_tess,Mvno Tess,tiktok,6973,0.084,95.17,Fiber Broadband,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4881,@prepaid_nora,Prepaid Nora,twitter,7821,0.0932,89.37,5G Services,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4882,@prepaid_mia,Prepaid Mia,youtube,32620,0.048,79.15,Customer Retention,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4883,@prepaid_marcus,Prepaid Marcus,threads,8595,0.0477,77.92,Home Internet,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4884,@prepaid_tess,Prepaid Tess,instagram,5956,0.0426,69.97,Device Upgrades,New York,New York,US,0,2026-05-27T11:26:09Z
4885,@prepaid_max,Prepaid Max,tiktok,63114,0.0725,90.28,Roaming Services,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4886,@prepaid_ava,Prepaid Ava,twitter,3248,0.0948,96.79,Enterprise Connectivity,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4887,@prepaid_yuri,Prepaid Yuri,youtube,25183,0.0474,74.72,IoT Connectivity,Houston,Texas,US,0,2026-05-27T11:26:09Z
4888,@prepaid_hope,Prepaid Hope,threads,50780,0.0394,77.72,Network Monitoring,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4889,@prepaid_finn,Prepaid Finn,instagram,7180254,0.0166,90.62,Service Assurance,San Francisco,California,US,1,2026-05-27T11:26:09Z
4890,@prepaid_sarah,Prepaid Sarah,tiktok,1543,0.091,81.71,Field Operations,Miami,Florida,US,0,2026-05-27T11:26:09Z
4891,@postpaid_omar,Postpaid Omar,twitter,1723,0.032,49.05,Family Plans,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4892,@postpaid_ivy,Postpaid Ivy,youtube,529098,0.0173,82.02,Connected Life,Denver,Colorado,US,1,2026-05-27T11:26:09Z
4893,@postpaid_maya,Postpaid Maya,threads,1176366,0.0171,77.57,Billing Experience,Austin,Texas,US,1,2026-05-27T11:26:09Z
4894,@postpaid_xena,Postpaid Xena,instagram,278143,0.0151,71.26,Mobile Service,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4895,@postpaid_hope,Postpaid Hope,tiktok,94877,0.0332,70.08,Fiber Broadband,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4896,@postpaid_aria,Postpaid Aria,twitter,6674,0.0795,79.8,5G Services,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4897,@postpaid_jen,Postpaid Jen,youtube,2607,0.0499,72.9,Customer Retention,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4898,@postpaid_reed,Postpaid Reed,threads,574325,0.0183,77.98,Home Internet,Dallas,Texas,US,1,2026-05-27T11:26:09Z
4899,@postpaid_ruby,Postpaid Ruby,instagram,19644,0.0597,85.64,Device Upgrades,San Diego,California,US,0,2026-05-27T11:26:09Z
4900,@postpaid_ava,Postpaid Ava,tiktok,890899,0.0221,74.6,Roaming Services,Minneapolis,Minnesota,US,1,2026-05-27T11:26:09Z
4901,@cx_pia,Cx Pia,twitter,4937,0.0541,72.51,Enterprise Connectivity,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4902,@cx_ruby,Cx Ruby,youtube,285199,0.0442,92.69,IoT Connectivity,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4903,@cx_cole,Cx Cole,threads,56040,0.0674,93.56,Network Monitoring,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4904,@cx_cass,Cx Cass,instagram,7097,0.0717,82.41,Service Assurance,New York,New York,US,0,2026-05-27T11:26:09Z
4905,@cx_nora,Cx Nora,tiktok,3668,0.0418,57.93,Field Operations,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4906,@cx_ivy,Cx Ivy,twitter,6090,0.0427,63.14,Family Plans,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4907,@cx_tyler,Cx Tyler,youtube,9631,0.093,100,Connected Life,Houston,Texas,US,0,2026-05-27T11:26:09Z
4908,@cx_zara,Cx Zara,threads,5583,0.0934,85.94,Billing Experience,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4909,@cx_kara,Cx Kara,instagram,75149,0.07,91.26,Mobile Service,San Francisco,California,US,0,2026-05-27T11:26:09Z
4910,@cx_mia,Cx Mia,tiktok,4638,0.1147,100,Fiber Broadband,Miami,Florida,US,0,2026-05-27T11:26:09Z
4911,@nps_reed,Nps Reed,twitter,85968,0.0674,87.24,5G Services,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4912,@nps_cleo,Nps Cleo,youtube,2249,0.0724,76.85,Customer Retention,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4913,@nps_ella,Nps Ella,threads,3113,0.0468,61.13,Home Internet,Austin,Texas,US,0,2026-05-27T11:26:09Z
4914,@nps_jen,Nps Jen,instagram,9758,0.0318,71.08,Device Upgrades,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4915,@nps_tess,Nps Tess,tiktok,64844,0.0783,90.79,Roaming Services,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4916,@nps_faye,Nps Faye,twitter,2999,0.1023,93.26,Enterprise Connectivity,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4917,@nps_aria,Nps Aria,youtube,6981,0.0883,86.03,IoT Connectivity,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4918,@nps_zoe,Nps Zoe,threads,88407,0.0777,90.89,Network Monitoring,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4919,@nps_vince,Nps Vince,instagram,6378,0.064,85.22,Service Assurance,San Diego,California,US,0,2026-05-27T11:26:09Z
4920,@nps_hope,Nps Hope,tiktok,4491,0.0708,83.57,Field Operations,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4921,@churn_sage,Churn Sage,twitter,92658,0.0449,78.74,Family Plans,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4922,@churn_faye,Churn Faye,youtube,5545,0.1109,100,Connected Life,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4923,@churn_owen,Churn Owen,threads,705874,0.0434,96.7,Billing Experience,Brooklyn,New York,US,1,2026-05-27T11:26:09Z
4924,@churn_lily,Churn Lily,instagram,7661,0.0954,90.52,Mobile Service,New York,New York,US,0,2026-05-27T11:26:09Z
4925,@churn_yuri,Churn Yuri,tiktok,372217,0.0419,90.93,Fiber Broadband,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4926,@churn_liam,Churn Liam,twitter,37058,0.0414,69.18,5G Services,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4927,@churn_leo,Churn Leo,youtube,504233,0.0296,78.81,Customer Retention,Houston,Texas,US,1,2026-05-27T11:26:09Z
4928,@churn_nina,Churn Nina,threads,8567,0.1067,99.25,Home Internet,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4929,@churn_mike,Churn Mike,instagram,94642,0.0511,87.72,Device Upgrades,San Francisco,California,US,0,2026-05-27T11:26:09Z
4930,@churn_tess,Churn Tess,tiktok,694388,0.0177,74.73,Roaming Services,Miami,Florida,US,1,2026-05-27T11:26:09Z
4931,@upgrade_tess,Upgrade Tess,twitter,9739,0.0777,82.11,Enterprise Connectivity,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4932,@upgrade_hope,Upgrade Hope,youtube,5341,0.106,100,IoT Connectivity,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4933,@upgrade_mia,Upgrade Mia,threads,2985,0.1053,99.61,Network Monitoring,Austin,Texas,US,0,2026-05-27T11:26:09Z
4934,@upgrade_ava,Upgrade Ava,instagram,150215,0.0376,81.94,Service Assurance,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4935,@upgrade_sarah,Upgrade Sarah,tiktok,2832,0.0952,96.1,Field Operations,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4941,@activation_uma,Activation Uma,twitter,2368,0.1089,98.91,Family Plans,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4942,@activation_jace,Activation Jace,youtube,27183,0.0685,82.71,Connected Life,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4943,@activation_leo,Activation Leo,threads,1691,0.0554,72.08,Billing Experience,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4944,@activation_ella,Activation Ella,instagram,11667447,0.006,94.11,Mobile Service,San Diego,California,US,1,2026-05-27T11:26:09Z
4945,@activation_marcus,Activation Marcus,tiktok,96393,0.0673,91.74,Fiber Broadband,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4946,@activation_zara,Activation Zara,twitter,708449,0.0278,77.77,5G Services,Detroit,Michigan,US,1,2026-05-27T11:26:09Z
4947,@activation_pia,Activation Pia,youtube,1427,0.0759,75.52,Customer Retention,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4948,@activation_faye,Activation Faye,threads,6427,0.116,100,Home Internet,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4949,@activation_jack,Activation Jack,instagram,3038,0.0902,95.01,Device Upgrades,New York,New York,US,0,2026-05-27T11:26:09Z
4950,@activation_ava,Activation Ava,tiktok,6317,0.0999,94.97,Roaming Services,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4951,@portin_vince,Portin Vince,twitter,7993,0.075,80.42,Enterprise Connectivity,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4952,@portin_liam,Portin Liam,youtube,293493,0.0443,83.47,IoT Connectivity,Houston,Texas,US,0,2026-05-27T11:26:09Z
4953,@portin_cleo,Portin Cleo,threads,72880,0.0617,91.05,Network Monitoring,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4954,@portin_luna,Portin Luna,instagram,5238,0.0612,76.76,Service Assurance,San Francisco,California,US,0,2026-05-27T11:26:09Z
4955,@portin_ava,Portin Ava,tiktok,92114,0.0643,88.31,Field Operations,Miami,Florida,US,0,2026-05-27T11:26:09Z
4956,@portin_jen,Portin Jen,twitter,96177,0.0698,99.64,Family Plans,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4957,@portin_xena,Portin Xena,youtube,9621683,0.0155,90.87,Connected Life,Denver,Colorado,US,1,2026-05-27T11:26:09Z
4958,@portin_omar,Portin Omar,threads,77103,0.0622,96.48,Billing Experience,Austin,Texas,US,0,2026-05-27T11:26:09Z
4959,@portin_faye,Portin Faye,instagram,73460,0.0682,94.4,Mobile Service,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4960,@portin_mia,Portin Mia,tiktok,14253,0.0326,72.54,Fiber Broadband,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4961,@plan_wren,Plan Wren,twitter,4629,0.1066,96.29,5G Services,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4962,@plan_omar,Plan Omar,youtube,10130,0.0496,77.82,Customer Retention,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4963,@plan_gus,Plan Gus,threads,90775,0.0552,87.23,Home Internet,Dallas,Texas,US,0,2026-05-27T11:26:09Z
