item_id,order_id,product_id,quantity,unit_price,fulfilled_from
46925,45325,1553,3,310,149
46926,45326,1543,3,25,150
46927,45326,1543,3,25,150
46928,45327,1550,2,0,141
46929,45327,1562,2,40,141
46930,45328,1561,1,210,148
46931,45328,1548,1,180,148
46932,45328,1552,3,45,148
46933,45328,1571,1,30,148
46934,45328,1568,3,640,148
46935,45329,1568,2,640,152
46936,45330,1555,1,220,149
46937,45330,1545,3,95,149
46938,45330,1556,3,70,149
46939,45330,1567,2,360,149
46940,45330,1553,3,310,149
46941,45331,1544,2,120,148
46942,45331,1567,3,360,148
46943,45332,1565,3,45,
46944,45332,1541,2,85,
46945,45332,1542,1,35,
46946,45332,1572,1,20,
46947,45333,1564,2,0,148
46948,45334,1551,3,0,149
46949,45334,1571,1,30,149
46950,45334,1547,2,420,149
46951,45334,1544,1,120,149
46952,45335,1569,2,0,148
46953,45335,1567,2,360,148
46954,45335,1569,3,0,148
46955,45335,1556,1,70,148
46956,45335,1560,3,15,148
46957,45336,1542,3,35,146
46958,45336,1545,1,95,146
46959,45336,1562,3,40,146
46960,45336,1555,3,220,146
46961,45337,1553,3,310,152
46962,45338,1550,2,0,144
46963,45338,1571,3,30,144
46964,45338,1565,3,45,144
46965,45339,1552,2,45,147
46966,45339,1558,1,95,147
46967,45339,1543,3,25,147
46968,45339,1546,3,260,147
46969,45340,1559,1,89,
46970,45340,1544,2,120,
46971,45340,1563,3,150,
46972,45340,1548,2,180,
46973,45341,1558,3,95,147
46974,45341,1542,2,35,147
46975,45341,1555,1,220,147
46976,45341,1555,2,220,147
46977,45341,1546,3,260,147
46978,45342,1548,3,180,148
46979,45342,1557,1,115,148
46980,45342,1558,3,95,148
46981,45342,1571,2,30,148
46982,45342,1557,2,115,148
46983,45343,1553,3,310,149
46984,45344,1570,2,25,149
46985,45344,1565,3,45,149
46986,45344,1572,1,20,149
46987,45344,1545,2,95,149
46988,45344,1547,3,420,149
46989,45345,1542,2,35,141
46990,45345,1554,3,145,141
46991,45345,1559,3,89,141
46992,45346,1544,3,120,144
46993,45347,1571,2,30,144
46994,45347,1548,3,180,144
46995,45348,1547,3,420,
46996,45348,1567,1,360,
46997,45348,1571,1,30,
46998,45349,1548,3,180,152
46999,45350,1547,1,420,142
47000,45350,1560,1,15,142
47001,45350,1564,3,0,142
47002,45350,1566,1,30,142
47003,45350,1545,3,95,142
47004,45351,1560,3,15,141
47005,45351,1563,2,150,141
47006,45351,1560,2,15,141
47007,45352,1552,3,45,141
47008,45352,1563,3,150,141
47009,45352,1548,2,180,141
47010,45353,1560,1,15,143
47011,45353,1544,2,120,143
47012,45353,1545,2,95,143
47013,45353,1546,3,260,143
47014,45354,1548,3,180,144
47015,45354,1546,2,260,144
47016,45355,1557,3,115,151
47017,45355,1552,3,45,151
47018,45356,1562,1,40,
47019,45356,1541,2,85,
47020,45356,1548,1,180,
47021,45357,1546,3,260,151
47022,45357,1561,3,210,151
47023,45358,1542,2,35,142
47024,45358,1554,3,145,142
47025,45358,1551,3,0,142
47026,45358,1553,1,310,142
47027,45358,1561,3,210,142
47028,45359,1570,1,25,146
47029,45359,1560,3,15,146
47030,45360,1572,1,20,149
47031,45360,1567,1,360,149
47032,45360,1566,3,30,149
47033,45360,1557,1,115,149
47034,45361,1562,1,40,152
47035,45361,1547,2,420,152
47036,45361,1559,3,89,152
47037,45361,1541,1,85,152
47038,45361,1563,2,150,152
47039,45362,1542,1,35,148
47040,45362,1553,2,310,148
47041,45362,1570,1,25,148
47042,45362,1571,1,30,148
47043,45362,1554,2,145,148
47044,45363,1561,3,210,152
47045,45363,1551,1,0,152
47046,45363,1543,1,25,152
47047,45363,1556,3,70,152
47048,45363,1548,1,180,152
47049,45364,1555,3,220,
47050,45365,1570,3,25,147
47051,45365,1556,1,70,147
47052,45365,1555,3,220,147
47053,45365,1549,3,55,147
47054,45365,1545,2,95,147
47055,45366,1572,1,20,149
47056,45366,1566,3,30,149
47057,45366,1559,2,89,149
47058,45367,1552,2,45,144
47059,45367,1564,3,0,144
47060,45368,1569,1,0,142
47061,45369,1553,3,310,144
47062,45369,1567,3,360,144
47063,45370,1566,3,30,145
47064,45371,1553,1,310,148
47065,45371,1541,1,85,148
47066,45371,1562,3,40,148
47067,45372,1542,3,35,
47068,45373,1541,3,85,147
47069,45373,1561,1,210,147
47070,45373,1558,3,95,147
47071,45373,1543,1,25,147
47072,45373,1552,3,45,147
47073,45374,1553,3,310,142
47074,45374,1542,2,35,142
47075,45374,1550,3,0,142
47076,45374,1558,1,95,142
47077,45375,1563,3,150,147
47078,45375,1564,1,0,147
47079,45376,1567,3,360,145
47080,45377,1545,1,95,151
47081,45378,1554,3,145,142
47082,45378,1546,2,260,142
47083,45378,1548,1,180,142
47084,45379,1569,3,0,146
47085,45379,1544,1,120,146
47086,45380,1544,1,120,
47087,45380,1545,3,95,
47088,45380,1553,3,310,
47089,45381,1559,1,89,145
47090,45381,1553,2,310,145
47091,45381,1567,3,360,145
47092,45381,1544,2,120,145
47093,45381,1555,1,220,145
47094,45382,1557,2,115,148
47095,45382,1563,1,150,148
47096,45383,1543,2,25,143
47097,45383,1545,2,95,143
47098,45383,1564,1,0,143
47099,45383,1542,3,35,143
47100,45384,1559,2,89,143
47101,45384,1558,2,95,143
47102,45385,1569,3,0,151
47103,45385,1553,1,310,151
47104,45385,1550,2,0,151
47105,45385,1561,3,210,151
47106,45385,1549,1,55,151
47107,45386,1562,2,40,141
47108,45387,1569,1,0,149
47109,45387,1541,3,85,149
47110,45388,1554,3,145,
47111,45388,1564,2,0,
47112,45388,1553,2,310,
47113,45388,1553,2,310,
47114,45389,1555,2,220,149
47115,45390,1565,1,45,146
47116,45391,1548,1,180,150
47117,45391,1557,2,115,150
47118,45392,1544,1,120,143
47119,45392,1562,2,40,143
47120,45392,1549,2,55,143
47121,45392,1557,3,115,143
47122,45392,1566,3,30,143
47123,45393,1570,2,25,148
47124,45393,1566,1,30,148
47125,45393,1562,3,40,148
47126,45393,1549,2,55,148
47127,45394,1566,1,30,151
47128,45394,1543,3,25,151
47129,45394,1557,1,115,151
47130,45394,1566,2,30,151
47131,45394,1557,1,115,151
47132,45395,1563,1,150,145
47133,45395,1548,3,180,145
47134,45396,1554,1,145,
47135,45396,1544,3,120,
47136,45397,1560,3,15,150
47137,45397,1546,1,260,150
47138,45397,1542,1,35,150
47139,45398,1543,3,25,149
47140,45399,1569,1,0,150
47141,45400,1548,1,180,142
47142,45400,1565,2,45,142
47143,45400,1542,2,35,142
47144,45400,1565,1,45,142
47145,45400,1554,1,145,142
47146,45401,1546,2,260,152
47147,45401,1550,2,0,152
47148,45401,1568,1,640,152
47149,45401,1560,1,15,152
47150,45402,1556,2,70,152
47151,45402,1566,1,30,152
47152,45402,1551,3,0,152
47153,45402,1557,3,115,152
47154,45403,1558,2,95,144
47155,45403,1556,3,70,144
47156,45403,1551,3,0,144
47157,45403,1561,1,210,144
47158,45404,1562,3,40,
47159,45405,1547,1,420,146
47160,45405,1571,3,30,146
47161,45405,1556,3,70,146
47162,45405,1547,1,420,146
47163,45405,1545,3,95,146
47164,45406,1564,1,0,141
47165,45406,1553,3,310,141
47166,45406,1571,2,30,141
47167,45406,1565,3,45,141
47168,45407,1557,2,115,145
47169,45407,1569,1,0,145
47170,45407,1565,2,45,145
47171,45407,1563,3,150,145
47172,45408,1549,1,55,145
47173,45408,1556,3,70,145
47174,45409,1563,3,150,142
47175,45409,1542,3,35,142
47176,45409,1541,2,85,142
47177,45409,1567,3,360,142
47178,45410,1564,2,0,146
47179,45411,1569,3,0,146
47180,45411,1570,1,25,146
47181,45411,1569,2,0,146
47182,45411,1564,1,0,146
47183,45411,1569,2,0,146
47184,45412,1543,1,25,
47185,45412,1553,1,310,
47186,45412,1569,3,0,
47187,45412,1560,2,15,
47188,45412,1554,2,145,
47189,45413,1567,2,360,145
47190,45414,1543,3,25,142
47191,45414,1565,2,45,142
47192,45415,1564,2,0,142
47193,45415,1566,2,30,142
47194,45415,1565,3,45,142
47195,45416,1551,3,0,151
47196,45417,1569,3,0,147
47197,45417,1556,2,70,147
47198,45418,1543,2,25,150
47199,45418,1555,2,220,150
47200,45419,1544,3,120,152
47201,45419,1564,1,0,152
47202,45420,1566,3,30,
47203,45420,1549,3,55,
47204,45421,1558,1,95,145
47205,45421,1550,1,0,145
47206,45421,1556,1,70,145
47207,45422,1541,1,85,146
47208,45422,1558,1,95,146
47209,45422,1569,1,0,146
47210,45422,1544,1,120,146
47211,45422,1542,2,35,146
47212,45423,1550,3,0,142
47213,45424,1549,2,55,146
47214,45425,1549,2,55,148
47215,45426,1569,3,0,148
47216,45426,1542,1,35,148
47217,45426,1564,2,0,148
47218,45426,1563,2,150,148
47219,45426,1572,3,20,148
47220,45427,1557,3,115,144
47221,45427,1563,3,150,144
47222,45427,1557,1,115,144
47223,45428,1572,3,20,
47224,45428,1558,2,95,
47225,45428,1541,3,85,
47226,45428,1543,3,25,
47227,45429,1572,1,20,152
47228,45429,1556,1,70,152
47229,45429,1568,2,640,152
47230,45429,1561,1,210,152
47231,45429,1542,1,35,152
47232,45430,1560,2,15,150
47233,45430,1571,2,30,150
47234,45430,1566,2,30,150
47235,45430,1541,1,85,150
47236,45431,1541,3,85,144
47237,45431,1569,2,0,144
47238,45432,1561,2,210,146
47239,45432,1566,2,30,146
47240,45433,1543,3,25,149
47241,45433,1551,2,0,149
47242,45433,1545,3,95,149
47243,45433,1550,1,0,149
47244,45434,1547,2,420,144
47245,45434,1553,2,310,144
47246,45434,1572,1,20,144
47247,45434,1568,2,640,144
47248,45434,1569,1,0,144
47249,45435,1553,3,310,152
47250,45435,1567,2,360,152
47251,45435,1571,2,30,152
47252,45436,1557,2,115,
47253,45436,1559,1,89,
47254,45436,1553,2,310,
47255,45436,1545,3,95,
47256,45436,1556,3,70,
47257,45437,1566,3,30,141
47258,45437,1567,1,360,141
47259,45437,1572,3,20,141
47260,45437,1552,2,45,141
47261,45437,1546,1,260,141
47262,45438,1553,1,310,150
47263,45438,1570,2,25,150
47264,45439,1555,2,220,143
47265,45440,1544,1,120,141
47266,45440,1562,2,40,141
47267,45440,1554,2,145,141
47268,45440,1556,3,70,141
47269,45441,1567,3,360,145
47270,45441,1542,2,35,145
47271,45442,1543,2,25,149
47272,45442,1563,1,150,149
47273,45443,1541,2,85,146
47274,45444,1558,3,95,
47275,45444,1558,3,95,
47276,45444,1570,1,25,
47277,45445,1566,3,30,142
47278,45445,1572,3,20,142
47279,45445,1557,1,115,142
47280,45445,1555,2,220,142
47281,45445,1562,2,40,142
47282,45446,1569,1,0,148
47283,45446,1552,3,45,148
47284,45447,1567,2,360,152
47285,45447,1550,2,0,152
47286,45447,1559,3,89,152
47287,45448,1563,2,150,151
47288,45448,1550,1,0,151
47289,45448,1564,1,0,151
47290,45448,1547,2,420,151
47291,45448,1570,3,25,151
47292,45449,1572,1,20,143
47293,45450,1556,2,70,146
47294,45450,1544,2,120,146
47295,45450,1561,3,210,146
47296,45451,1559,1,89,145
47297,45452,1546,2,260,
47298,45452,1559,2,89,
47299,45452,1542,2,35,
47300,45452,1556,2,70,
47301,45452,1563,2,150,
47302,45453,1555,2,220,143
47303,45453,1568,3,640,143
47304,45454,1546,2,260,148
47305,45454,1567,3,360,148
47306,45455,1567,1,360,142
47307,45455,1556,1,70,142
47308,45455,1561,3,210,142
47309,45456,1568,1,640,144
47310,45456,1567,2,360,144
47311,45456,1565,1,45,144
47312,45456,1568,2,640,144
47313,45456,1560,3,15,144
47314,45457,1569,3,0,152
47315,45458,1566,3,30,142
47316,45458,1571,1,30,142
47317,45458,1570,2,25,142
47318,45459,1554,3,145,145
47319,45459,1550,1,0,145
47320,45459,1541,3,85,145
47321,45459,1561,2,210,145
47322,45459,1565,1,45,145
47323,45460,1571,3,30,
47324,45461,1553,1,310,144
47325,45461,1557,1,115,144
47326,45461,1546,1,260,144
47327,45461,1558,3,95,144
47328,45462,1564,1,0,144
47329,45462,1545,3,95,144
47330,45462,1542,3,35,144
47331,45463,1554,3,145,147
47332,45464,1542,1,35,142
47333,45465,1556,3,70,151
47334,45465,1542,2,35,151
47335,45465,1557,2,115,151
47336,45466,1567,2,360,143
47337,45466,1559,2,89,143
47338,45466,1550,1,0,143
47339,45466,1563,3,150,143
47340,45467,1558,2,95,149
47341,45467,1567,1,360,149
47342,45467,1570,2,25,149
47343,45467,1541,2,85,149
47344,45467,1564,2,0,149
47345,45468,1553,1,310,
47346,45468,1559,1,89,
47347,45468,1562,1,40,
47348,45468,1559,2,89,
47349,45469,1541,2,85,149
47350,45469,1547,1,420,149
47351,45470,1549,1,55,152
47352,45470,1557,1,115,152
47353,45470,1558,3,95,152
47354,45470,1564,3,0,152
47355,45470,1563,1,150,152
47356,45471,1556,1,70,141
47357,45471,1560,2,15,141
47358,45471,1564,1,0,141
47359,45471,1562,3,40,141
47360,45471,1562,1,40,141
47361,45472,1568,2,640,152
47362,45472,1552,3,45,152
47363,45473,1549,2,55,146
47364,45473,1556,2,70,146
47365,45473,1571,2,30,146
47366,45473,1548,2,180,146
47367,45474,1559,2,89,145
47368,45474,1563,2,150,145
47369,45474,1551,3,0,145
47370,45474,1556,3,70,145
47371,45474,1572,1,20,145
47372,45475,1558,2,95,146
47373,45475,1565,3,45,146
47374,45476,1548,3,180,
47375,45476,1545,2,95,
47376,45476,1541,3,85,
47377,45476,1554,2,145,
47378,45476,1543,2,25,
47379,45477,1565,3,45,146
47380,45477,1542,3,35,146
47381,45477,1545,2,95,146
47382,45477,1557,3,115,146
47383,45477,1567,1,360,146
47384,45478,1570,2,25,150
47385,45479,1546,2,260,142
47386,45479,1567,3,360,142
47387,45479,1565,2,45,142
47388,45479,1547,2,420,142
47389,45480,1542,2,35,141
47390,45480,1545,2,95,141
47391,45481,1551,2,0,149
47392,45481,1545,2,95,149
47393,45481,1569,1,0,149
47394,45481,1563,2,150,149
47395,45482,1558,1,95,146
47396,45482,1559,1,89,146
47397,45482,1554,3,145,146
47398,45482,1547,2,420,146
47399,45483,1554,1,145,152
47400,45483,1545,2,95,152
47401,45483,1558,2,95,152
47402,45484,1556,2,70,
47403,45484,1555,3,220,
47404,45484,1542,2,35,
47405,45484,1565,3,45,
47406,45485,1543,1,25,144
47407,45485,1551,1,0,144
47408,45485,1553,1,310,144
47409,45486,1553,3,310,147
47410,45487,1559,1,89,143
47411,45487,1548,2,180,143
47412,45487,1567,2,360,143
47413,45488,1552,3,45,144
47414,45488,1550,3,0,144
47415,45488,1551,3,0,144
47416,45488,1549,2,55,144
47417,45489,1566,3,30,141
47418,45489,1547,3,420,141
47419,45489,1546,3,260,141
47420,45490,1552,3,45,147
47421,45490,1556,1,70,147
47422,45490,1543,1,25,147
47423,45490,1568,2,640,147
47424,45490,1554,2,145,147
47425,45491,1568,3,640,151
47426,45491,1543,2,25,151
47427,45492,1572,1,20,
47428,45492,1555,3,220,
47429,45493,1551,3,0,145
47430,45493,1564,3,0,145
47431,45493,1549,1,55,145
47432,45494,1572,3,20,149
47433,45494,1544,3,120,149
47434,45495,1562,1,40,152
47435,45495,1571,3,30,152
47436,45495,1564,3,0,152
47437,45496,1568,2,640,141
47438,45496,1557,3,115,141
47439,45497,1565,2,45,149
47440,45497,1556,3,70,149
47441,45497,1557,1,115,149
47442,45498,1572,2,20,150
47443,45499,1556,3,70,144
47444,45499,1561,3,210,144
47445,45500,1544,3,120,
47446,45500,1546,2,260,
47447,45500,1559,3,89,
47448,45501,1549,3,55,145
47449,45501,1558,1,95,145
47450,45502,1550,3,0,145
47451,45502,1556,3,70,145
47452,45502,1553,3,310,145
47453,45502,1547,2,420,145
47454,45502,1562,1,40,145
47455,45503,1568,3,640,148
47456,45503,1568,3,640,148
47457,45503,1554,1,145,148
47458,45503,1551,1,0,148
47459,45504,1564,2,0,145
47460,45504,1570,3,25,145
47461,45504,1545,2,95,145
47462,45505,1543,3,25,145
47463,45505,1568,2,640,145
47464,45506,1543,1,25,149
47465,45506,1569,3,0,149
47466,45506,1565,2,45,149
47467,45507,1553,2,310,151
47468,45507,1570,1,25,151
47469,45508,1552,1,45,
47470,45508,1554,2,145,
47471,45509,1547,3,420,149
47472,45509,1562,1,40,149
47473,45509,1561,1,210,149
47474,45510,1551,3,0,144
47475,45510,1568,2,640,144
47476,45511,1550,2,0,148
47477,45511,1547,1,420,148
47478,45511,1552,1,45,148
47479,45512,1556,2,70,149
47480,45513,1556,1,70,143
47481,45513,1555,3,220,143
47482,45513,1569,3,0,143
47483,45514,1557,1,115,150
47484,45515,1559,1,89,152
47485,45516,1561,3,210,
47486,45516,1546,2,260,
47487,45516,1553,2,310,
47488,45516,1565,3,45,
47489,45516,1558,3,95,
47490,45517,1542,1,35,143
47491,45517,1544,2,120,143
47492,45517,1550,3,0,143
47493,45517,1552,3,45,143
47494,45517,1570,3,25,143
47495,45518,1541,1,85,151
47496,45518,1554,3,145,151
47497,45518,1554,1,145,151
47498,45518,1560,1,15,151
47499,45518,1556,3,70,151
47500,45519,1550,1,0,148
47501,45519,1568,2,640,148
47502,45519,1544,1,120,148
47503,45519,1548,2,180,148
47504,45519,1566,3,30,148
47505,45520,1544,1,120,152
47506,45521,1546,1,260,141
47507,45521,1571,2,30,141
47508,45521,1568,2,640,141
47509,45521,1544,1,120,141
47510,45521,1552,2,45,141
47511,45522,1547,3,420,145
47512,45522,1548,1,180,145
47513,45523,1549,2,55,146
47514,45523,1566,3,30,146
47515,45524,1549,3,55,
47516,45524,1544,3,120,
47517,45524,1569,2,0,
47518,45524,1564,3,0,
47519,45524,1550,3,0,
47520,45525,1563,1,150,142
47521,45525,1570,2,25,142
47522,45525,1567,1,360,142
47523,45525,1566,1,30,142
47524,45525,1548,2,180,142
47525,45526,1551,1,0,148
47526,45526,1570,2,25,148
47527,45527,1553,3,310,149
47528,45527,1562,3,40,149
47529,45527,1568,1,640,149
47530,45527,1557,3,115,149
47531,45527,1562,2,40,149
47532,45528,1544,2,120,143
47533,45529,1564,2,0,149
47534,45529,1546,2,260,149
47535,45529,1562,3,40,149
47536,45529,1542,2,35,149
47537,45529,1567,1,360,149
47538,45530,1554,3,145,149
47539,45530,1570,2,25,149
47540,45530,1565,3,45,149
47541,45530,1558,2,95,149
47542,45531,1560,2,15,144
47543,45531,1544,2,120,144
47544,45531,1544,3,120,144
47545,45531,1555,1,220,144
47546,45531,1571,2,30,144
47547,45532,1545,1,95,
47548,45532,1541,2,85,
47549,45532,1554,2,145,
47550,45532,1570,2,25,
47551,45532,1555,3,220,
47552,45533,1559,2,89,150
47553,45533,1561,1,210,150
47554,45534,1554,2,145,147
47555,45534,1563,2,150,147
47556,45534,1571,1,30,147
47557,45534,1565,3,45,147
47558,45535,1548,1,180,142
47559,45535,1566,2,30,142
47560,45535,1555,3,220,142
47561,45536,1555,1,220,142
47562,45536,1541,2,85,142
47563,45536,1559,3,89,142
47564,45536,1546,2,260,142
47565,45537,1541,2,85,143
47566,45537,1566,2,30,143
47567,45537,1569,3,0,143
47568,45538,1569,2,0,147
47569,45539,1564,2,0,148
47570,45539,1551,3,0,148
47571,45540,1561,2,210,
47572,45540,1572,1,20,
47573,45541,1560,3,15,148
47574,45541,1541,2,85,148
47575,45541,1566,1,30,148
47576,45541,1559,2,89,148
47577,45542,1557,3,115,148
47578,45542,1551,1,0,148
47579,45542,1567,3,360,148
47580,45542,1544,3,120,148
47581,45543,1553,1,310,141
47582,45543,1551,3,0,141
47583,45543,1542,3,35,141
47584,45543,1554,1,145,141
47585,45543,1556,2,70,141
47586,45544,1569,1,0,141
47587,45544,1550,2,0,141
47588,45544,1546,1,260,141
47589,45545,1548,2,180,151
47590,45545,1552,2,45,151
47591,45546,1553,2,310,144
47592,45546,1556,3,70,144
47593,45547,1566,3,30,141
47594,45547,1572,3,20,141
47595,45548,1559,3,89,
47596,45549,1548,1,180,150
47597,45550,1562,1,40,148
47598,45550,1551,1,0,148
47599,45550,1547,2,420,148
47600,45551,1558,2,95,141
47601,45552,1572,3,20,151
47602,45552,1557,3,115,151
47603,45553,1545,3,95,143
47604,45553,1547,3,420,143
47605,45553,1564,2,0,143
47606,45553,1564,3,0,143
47607,45553,1554,2,145,143
47608,45554,1559,3,89,149
47609,45555,1554,2,145,148
47610,45555,1561,2,210,148
47611,45555,1568,1,640,148
47612,45555,1572,3,20,148
47613,45555,1550,1,0,148
47614,45556,1565,2,45,
47615,45556,1572,3,20,
47616,45556,1566,3,30,
47617,45556,1544,1,120,
47618,45557,1567,1,360,148
47619,45557,1553,1,310,148
47620,45558,1562,1,40,148
47621,45559,1564,1,0,143
47622,45559,1547,3,420,143
47623,45559,1543,3,25,143
47624,45559,1543,1,25,143
47625,45560,1571,2,30,142
47626,45560,1570,2,25,142
47627,45560,1551,3,0,142
47628,45561,1555,3,220,141
47629,45561,1548,3,180,141
47630,45562,1541,2,85,147
47631,45562,1554,2,145,147
47632,45562,1544,3,120,147
47633,45562,1541,2,85,147
47634,45563,1571,1,30,150
47635,45563,1541,1,85,150
47636,45563,1546,3,260,150
47637,45563,1571,3,30,150
47638,45563,1545,2,95,150
47639,45564,1572,2,20,
47640,45564,1549,3,55,
47641,45565,1555,1,220,144
47642,45565,1551,3,0,144
47643,45566,1543,3,25,142
47644,45567,1548,2,180,143
47645,45567,1562,3,40,143
47646,45567,1564,3,0,143
47647,45567,1553,3,310,143
47648,45568,1551,2,0,142
47649,45568,1541,1,85,142
47650,45568,1548,2,180,142
47651,45569,1567,3,360,151
47652,45569,1560,2,15,151
47653,45569,1562,3,40,151
47654,45569,1568,2,640,151
47655,45570,1546,1,260,141
47656,45570,1556,2,70,141
47657,45570,1557,3,115,141
47658,45570,1541,2,85,141
47659,45570,1561,2,210,141
47660,45571,1545,1,95,146
47661,45571,1545,2,95,146
47662,45571,1544,1,120,146
47663,45571,1548,3,180,146
47664,45572,1571,3,30,
47665,45573,1549,1,55,141
47666,45573,1570,1,25,141
47667,45574,1555,2,220,145
47668,45575,1563,1,150,146
47669,45575,1545,2,95,146
47670,45575,1570,1,25,146
47671,45576,1561,2,210,152
47672,45576,1570,2,25,152
47673,45576,1548,3,180,152
47674,45576,1570,3,25,152
47675,45576,1544,2,120,152
47676,45577,1570,3,25,148
47677,45577,1567,1,360,148
47678,45577,1561,1,210,148
47679,45577,1567,3,360,148
47680,45577,1550,1,0,148
47681,45578,1568,3,640,151
47682,45578,1567,1,360,151
47683,45578,1569,1,0,151
47684,45578,1571,3,30,151
47685,45578,1542,1,35,151
47686,45579,1549,3,55,147
47687,45579,1561,1,210,147
47688,45580,1559,1,89,
47689,45580,1541,1,85,
47690,45580,1552,2,45,
47691,45581,1541,3,85,142
47692,45581,1569,1,0,142
47693,45581,1562,3,40,142
47694,45581,1547,3,420,142
47695,45582,1564,3,0,148
47696,45582,1566,1,30,148
47697,45582,1545,3,95,148
47698,45583,1556,1,70,148
47699,45583,1564,2,0,148
47700,45583,1551,2,0,148
47701,45584,1570,3,25,145
47702,45584,1554,3,145,145
47703,45584,1551,3,0,145
47704,45584,1546,2,260,145
47705,45585,1554,3,145,142
47706,45585,1551,3,0,142
47707,45586,1552,1,45,150
47708,45586,1555,3,220,150
47709,45586,1546,2,260,150
47710,45586,1554,1,145,150
47711,45586,1561,3,210,150
47712,45587,1542,1,35,146
47713,45587,1548,1,180,146
47714,45587,1550,2,0,146
47715,45587,1563,3,150,146
47716,45587,1543,3,25,146
47717,45588,1546,1,260,
47718,45588,1548,2,180,
47719,45588,1552,1,45,
47720,45589,1545,3,95,147
47721,45589,1548,1,180,147
47722,45590,1571,1,30,151
47723,45590,1562,2,40,151
47724,45590,1560,2,15,151
47725,45591,1560,1,15,142
47726,45591,1552,2,45,142
47727,45592,1566,2,30,151
47728,45592,1563,3,150,151
47729,45593,1548,1,180,141
47730,45593,1547,3,420,141
47731,45594,1542,2,35,141
47732,45594,1542,2,35,141
47733,45594,1571,1,30,141
47734,45595,1559,3,89,148
47735,45595,1552,1,45,148
47736,45595,1569,2,0,148
47737,45596,1546,1,260,
47738,45596,1542,2,35,
47739,45596,1570,3,25,
47740,45597,1553,1,310,149
47741,45597,1543,2,25,149
47742,45597,1545,1,95,149
47743,45597,1547,3,420,149
47744,45597,1556,3,70,149
47745,45598,1545,2,95,142
47746,45598,1548,3,180,142
47747,45598,1544,2,120,142
47748,45598,1557,2,115,142
47749,45599,1543,1,25,150
47750,45599,1561,1,210,150
47751,45599,1550,3,0,150
47752,45599,1569,1,0,150
47753,45599,1562,1,40,150
47754,45600,1543,3,25,144
47755,45600,1568,3,640,144
47756,45600,1566,3,30,144
47757,45601,1568,2,640,152
47758,45602,1551,3,0,150
47759,45603,1544,2,120,144
47760,45603,1568,3,640,144
47761,45603,1549,3,55,144
47762,45603,1560,2,15,144
47763,45604,1566,2,30,
47764,45605,1570,1,25,141
47765,45606,1541,1,85,143
47766,45606,1545,1,95,143
47767,45606,1567,2,360,143
47768,45606,1565,2,45,143
47769,45606,1562,3,40,143
47770,45607,1548,1,180,143
47771,45607,1558,2,95,143
47772,45607,1547,1,420,143
47773,45608,1552,1,45,151
47774,45608,1557,2,115,151
47775,45608,1561,1,210,151
47776,45608,1566,1,30,151
47777,45608,1547,1,420,151
47778,45609,1564,1,0,141
47779,45609,1566,2,30,141
47780,45609,1563,1,150,141
47781,45609,1566,1,30,141
47782,45609,1556,2,70,141
47783,45610,1549,1,55,150
47784,45610,1568,3,640,150
47785,45610,1552,1,45,150
47786,45611,1557,1,115,150
47787,45611,1545,3,95,150
47788,45611,1555,1,220,150
47789,45611,1566,3,30,150
47790,45611,1557,1,115,150
47791,45612,1549,3,55,
47792,45612,1549,2,55,
47793,45613,1571,2,30,141
47794,45614,1551,2,0,141
47795,45614,1571,3,30,141
47796,45615,1543,3,25,146
47797,45615,1568,2,640,146
47798,45615,1558,1,95,146
47799,45615,1564,2,0,146
47800,45615,1565,3,45,146
47801,45616,1561,1,210,144
47802,45616,1558,1,95,144
47803,45617,1541,3,85,152
47804,45617,1553,2,310,152
47805,45618,1570,3,25,147
47806,45618,1566,3,30,147
47807,45618,1545,2,95,147
47808,45618,1543,3,25,147
47809,45619,1564,3,0,144
47810,45620,1561,3,210,
47811,45620,1551,3,0,
47812,45620,1559,2,89,
47813,45620,1549,2,55,
47814,45620,1563,1,150,
47815,45621,1548,3,180,151
47816,45621,1548,3,180,151
47817,45621,1545,1,95,151
47818,45622,1564,3,0,149
47819,45622,1569,1,0,149
47820,45623,1557,2,115,147
47821,45623,1557,3,115,147
47822,45623,1560,2,15,147
47823,45623,1543,1,25,147
47824,45623,1545,3,95,147
47825,45624,1572,2,20,145
47826,45624,1562,3,40,145
47827,45624,1541,3,85,145
47828,45625,1544,2,120,147
47829,45625,1572,1,20,147
47830,45626,1562,3,40,146
47831,45626,1546,1,260,146
47832,45626,1555,3,220,146
47833,45626,1542,2,35,146
47834,45626,1560,1,15,146
47835,45627,1572,2,20,151
47836,45627,1551,1,0,151
47837,45627,1566,2,30,151
47838,45628,1544,2,120,
47839,45628,1558,1,95,
47840,45628,1551,2,0,
47841,45628,1553,1,310,
47842,45628,1542,3,35,
47843,45629,1554,1,145,145
47844,45629,1551,3,0,145
47845,45629,1552,3,45,145
47846,45630,1547,1,420,144
47847,45630,1544,2,120,144
47848,45630,1562,3,40,144
47849,45630,1557,2,115,144
47850,45631,1541,3,85,142
47851,45631,1560,1,15,142
47852,45631,1566,3,30,142
47853,45632,1571,2,30,146
47854,45632,1550,3,0,146
47855,45632,1561,3,210,146
47856,45632,1557,3,115,146
47857,45632,1562,1,40,146
47858,45633,1553,2,310,147
47859,45633,1566,3,30,147
47860,45633,1559,2,89,147
47861,45633,1570,3,25,147
47862,45633,1555,2,220,147
47863,45634,1541,1,85,144
