post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
45106,4792,youtube,ext_youtube_00000566,Recommended PulsePoint 5G Device Upgrade Enrollment to an account manager today because churn risk is the issue,2026-05-21T16:52:31Z,534,83,25,19234,0.223,,,normal,,2026-05-27T11:26:09Z
45107,4694,youtube,ext_youtube_00000567,"Thought Family Data Share Plan demand would level off, but WellNest Family Plans is still seeing urgent requests",2026-05-25T17:45:33Z,770,46,27,18889,0.751,,,normal,,2026-05-27T11:26:09Z
45108,4773,twitter,ext_twitter_00000568,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-27T04:40:10Z,712,60,6,12068,0.245,,,normal,,2026-05-27T11:26:09Z
45109,4915,tiktok,ext_tiktok_00000569,Added Student Mobile Plan to the high-priority service assurance path. Thank you WellNest Family Plans for closing the gap,2026-05-25T10:21:02Z,930,29,6,12692,0.321,,,normal,,2026-05-27T11:26:09Z
45110,4915,tiktok,ext_tiktok_00000570,Subscribers are asking about Roaming Cost Coaching through RoamFlow Mobility; upgrade and activation demand is rising,2026-05-13T03:38:18Z,454,21,45,13282,0.427,,,normal,,2026-05-27T11:26:09Z
45111,4698,twitter,ext_twitter_00000571,Network operations is flagging Home Wi-Fi Mesh Kit from PulsePoint 5G as a capacity bottleneck this week,2026-05-21T11:27:23Z,479,17,28,10440,0.71,,,normal,,2026-05-27T11:26:09Z
45112,4813,threads,ext_threads_00000572,Coverage update: Edge Compute Reservation capacity at EnterpriseEdge Services is getting tight after a spike in service orders,2026-05-16T23:04:51Z,476,51,16,16578,0.31,,,normal,,2026-05-27T11:26:09Z
45113,5000,tiktok,ext_tiktok_00000573,Subscriber experience note - SignalBridge Mobile Premium International Roaming Pass is the service everyone is trying to schedule right now,2026-05-27T01:17:38Z,471,96,48,10653,0.903,,,normal,,2026-05-27T11:26:09Z
45114,4663,twitter,ext_twitter_00000574,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-24T14:02:05Z,3809,597,332,167492,-0.099,,,rising,,2026-05-27T11:26:09Z
45115,4656,instagram,ext_instagram_00000575,"Two-week review of RoamFlow Mobility Fiber Appointment Scheduling: strong subscriber response, but capacity planning matters",2026-05-17T13:54:33Z,8085,1671,480,171950,0.773,,,rising,,2026-05-27T11:26:09Z
45116,4920,tiktok,ext_tiktok_00000576,Families keep asking where to find IoT Sensor Gateway Kit. OrbitMotion IoT is showing up in every upgrade thread,2026-05-14T01:58:33Z,544,14,31,2813,0.809,,,normal,,2026-05-27T11:26:09Z
45117,5004,instagram,ext_instagram_00000577,Connected life teams need better outreach after recent storm-related service events,2026-05-22T17:53:42Z,2820,1247,695,111335,-0.006,,,rising,,2026-05-27T11:26:09Z
45118,4869,instagram,ext_instagram_00000578,Billing and usage signals are surfacing new need for Churn Risk Save Offer from WaveFirst Mobile,2026-05-23T18:06:01Z,694,7,7,10143,0.628,,,normal,,2026-05-27T11:26:09Z
45119,4656,instagram,ext_instagram_00000579,"If your subscribers need Small Business Fiber SLA, check FiberPath Broadband availability early; appointment slots are moving fast",2026-05-27T08:36:42Z,954,70,18,8504,0.507,,,normal,,2026-05-27T11:26:09Z
45120,4669,youtube,ext_youtube_00000580,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-15T01:59:04Z,4286,420,272,66222,0.202,,,rising,,2026-05-27T11:26:09Z
45121,4560,threads,ext_threads_00000581,Recommended ClearMind Customer Care Customer Retention Intake to an account manager today because churn risk is the issue,2026-05-25T08:26:31Z,19,20,42,3530,0.625,,,normal,,2026-05-27T11:26:09Z
45122,4553,twitter,ext_twitter_00000582,"Thought Fiber Appointment Scheduling demand would level off, but RoamFlow Mobility is still seeing urgent requests",2026-05-08T12:24:22Z,9732,1927,912,174354,0.921,,,rising,,2026-05-27T11:26:09Z
45123,4591,instagram,ext_instagram_00000583,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-12T23:16:38Z,590,54,9,8505,0.441,,,normal,,2026-05-27T11:26:09Z
45124,4681,instagram,ext_instagram_00000584,Added IoT Sensor Gateway Kit to the high-priority service assurance path. Thank you OrbitMotion IoT for closing the gap,2026-05-19T02:08:43Z,385,64,12,19150,0.331,,,normal,,2026-05-27T11:26:09Z
45125,4561,instagram,ext_instagram_00000585,Device-support channels are seeing increased activation demand after a handset launch,2026-05-13T17:50:50Z,9654,212,230,76337,0.863,,,rising,,2026-05-27T11:26:09Z
45126,4895,tiktok,ext_tiktok_00000586,Network operations is flagging Field Technician Evaluation from OrbitMotion IoT as a capacity bottleneck this week,2026-05-25T12:51:56Z,4224,930,616,22203,0.946,,,rising,,2026-05-27T11:26:09Z
45127,4807,youtube,ext_youtube_00000587,Connected life teams need better outreach after recent storm-related service events,2026-05-17T16:07:51Z,432,6,28,12688,0.21,,,normal,,2026-05-27T11:26:09Z
45128,4823,threads,ext_threads_00000588,Subscriber experience note - EnterpriseEdge Services Edge Compute Reservation is the service everyone is trying to schedule right now,2026-05-25T09:57:10Z,203668,92310,23621,12727238,0.72,,,mega_viral,,2026-05-27T11:26:09Z
45129,4580,threads,ext_threads_00000589,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-27T10:13:31Z,97,4,12,833,-0.124,,,normal,,2026-05-27T11:26:09Z
45130,4997,youtube,ext_youtube_00000590,"Two-week review of RoamFlow Mobility Roaming Cost Coaching: strong subscriber response, but capacity planning matters",2026-05-07T18:17:23Z,271,95,9,3209,0.765,,,normal,,2026-05-27T11:26:09Z
45131,4923,threads,ext_threads_00000591,Families keep asking where to find Fiber Appointment Scheduling. RoamFlow Mobility is showing up in every upgrade thread,2026-05-27T08:14:26Z,840,65,30,3931,0.356,,,normal,,2026-05-27T11:26:09Z
45132,4679,youtube,ext_youtube_00000592,Small businesses need earlier visibility into field technician appointment availability,2026-05-27T03:35:48Z,3836,1902,382,115241,0.86,,,rising,,2026-05-27T11:26:09Z
45133,4882,youtube,ext_youtube_00000593,Billing and usage signals are surfacing new need for LTE Backup Gateway from HomeConnect Fixed Wireless,2026-05-04T17:28:07Z,8964,1082,284,48539,0.505,,,rising,,2026-05-27T11:26:09Z
45134,4968,threads,ext_threads_00000594,"If your subscribers need Field Technician Evaluation, check OrbitMotion IoT availability early; appointment slots are moving fast",2026-05-15T09:01:16Z,390,39,23,12506,0.402,,,normal,,2026-05-27T11:26:09Z
45135,4818,threads,ext_threads_00000595,Day 30 with the LTE Backup Gateway workflow and the field team says HomeConnect Fixed Wireless reduced manual follow-up,2026-05-27T10:31:23Z,8203,1045,404,23781,0.775,,,rising,,2026-05-27T11:26:09Z
45136,4981,twitter,ext_twitter_00000596,Recommended ClearMind Customer Care Fraud Resolution Case to an account manager today because churn risk is the issue,2026-05-13T03:01:25Z,633,13,38,4366,0.634,,,normal,,2026-05-27T11:26:09Z
45137,4823,threads,ext_threads_00000597,Connected life teams need better outreach after recent storm-related service events,2026-05-19T22:16:41Z,815,44,16,19336,0.251,,,normal,,2026-05-27T11:26:09Z
45138,4557,tiktok,ext_tiktok_00000598,Morning capacity review featuring Enterprise Account Navigation. EnterpriseEdge Services needs pre-positioned technician capacity,2026-05-26T20:59:31Z,335,45,49,1550,0.652,,,normal,,2026-05-27T11:26:09Z
45139,4721,instagram,ext_instagram_00000599,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-12T19:58:47Z,310,93,9,11814,0.575,,,normal,,2026-05-27T11:26:09Z
45140,4888,threads,ext_threads_00000600,Subscribers are asking about Edge Compute Reservation through EnterpriseEdge Services; upgrade and activation demand is rising,2026-05-17T15:03:29Z,15009,3432,2664,341225,0.683,,,viral,,2026-05-27T11:26:09Z
45141,4930,tiktok,ext_tiktok_00000601,Network operations is flagging Outage Follow-Up Call from ClearMind Customer Care as a capacity bottleneck this week,2026-05-13T17:58:02Z,327,38,23,5821,0.245,,,normal,,2026-05-27T11:26:09Z
45142,4633,twitter,ext_twitter_00000602,Small businesses need earlier visibility into field technician appointment availability,2026-05-23T17:11:09Z,504,20,44,9472,-0.238,,,normal,,2026-05-27T11:26:09Z
45143,4546,instagram,ext_instagram_00000603,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-25T00:15:30Z,985,55,1,15626,-0.04,,,normal,,2026-05-27T11:26:09Z
45144,4778,twitter,ext_twitter_00000604,Outage follow-up: demand for Fiber Appointment Scheduling is up and RoamFlow Mobility needs more field slots,2026-05-25T14:18:31Z,934,11,22,15569,0.62,,,normal,,2026-05-27T11:26:09Z
45145,4765,threads,ext_threads_00000605,"Two-week review of ClearMind Customer Care Fraud Resolution Case: strong subscriber response, but capacity planning matters",2026-05-26T09:50:21Z,714,73,14,374,0.407,,,normal,,2026-05-27T11:26:09Z
45146,4781,instagram,ext_instagram_00000606,Families keep asking where to find Fixed Wireless Home Internet. HomeConnect Fixed Wireless is showing up in every upgrade thread,2026-05-24T22:55:15Z,352,87,39,9731,0.358,,,normal,,2026-05-27T11:26:09Z
45147,4687,tiktok,ext_tiktok_00000607,NOC huddle: prioritize OrbitMotion IoT IoT Sensor Gateway Kit installs before the weekend streaming surge,2026-05-19T09:24:23Z,450,20,36,177,0.332,,,normal,,2026-05-27T11:26:09Z
45148,5016,twitter,ext_twitter_00000608,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-20T22:47:32Z,661,78,39,18576,0.249,,,normal,,2026-05-27T11:26:09Z
45149,4703,twitter,ext_twitter_00000609,"If your subscribers need SIM Replacement Starter Kit, check MetroSupply Devices availability early; appointment slots are moving fast",2026-05-24T06:44:19Z,911,21,39,18763,0.905,,,normal,,2026-05-27T11:26:09Z
45150,4889,instagram,ext_instagram_00000610,Day 30 with the Student Mobile Plan workflow and the field team says WellNest Family Plans reduced manual follow-up,2026-05-18T22:23:37Z,5438,1949,990,105838,0.69,,,rising,,2026-05-27T11:26:09Z
45151,4804,instagram,ext_instagram_00000611,Recommended WaveFirst Mobile Churn Risk Save Offer to an account manager today because churn risk is the issue,2026-05-19T20:37:17Z,442,88,18,9925,0.287,,,normal,,2026-05-27T11:26:09Z
45152,4721,instagram,ext_instagram_00000612,"Thought Roaming Cost Coaching demand would level off, but RoamFlow Mobility is still seeing urgent requests",2026-05-08T22:25:04Z,981,71,7,2459,0.406,,,normal,,2026-05-27T11:26:09Z
45153,4808,threads,ext_threads_00000613,Morning capacity review featuring Gigabit Fiber Install. FiberPath Broadband needs pre-positioned technician capacity,2026-05-23T22:09:50Z,13,89,10,5557,0.382,,,normal,,2026-05-27T11:26:09Z
45154,4871,twitter,ext_twitter_00000614,Added Roaming Cost Coaching to the high-priority service assurance path. Thank you RoamFlow Mobility for closing the gap,2026-05-26T05:03:44Z,8677,1710,846,171155,0.849,,,rising,,2026-05-27T11:26:09Z
45155,4663,twitter,ext_twitter_00000615,Subscribers are asking about Number Port-In Activation through SignalBridge Mobile; upgrade and activation demand is rising,2026-05-27T11:22:39Z,264,61,23,6012,0.944,,,normal,,2026-05-27T11:26:09Z
45156,4543,twitter,ext_twitter_00000616,Families keep asking for better Wi-Fi performance before evening streaming starts,2026-05-03T16:20:11Z,8272,630,853,153607,-0.133,,,rising,,2026-05-27T11:26:09Z
45157,4778,twitter,ext_twitter_00000617,Connected life teams need better outreach after recent storm-related service events,2026-05-25T16:15:52Z,8214,424,443,153149,0.843,,,rising,,2026-05-27T11:26:09Z
45158,5026,twitter,ext_twitter_00000618,Subscriber experience note - FiberPath Broadband Small Business Fiber SLA is the service everyone is trying to schedule right now,2026-05-16T06:10:26Z,1251,401,800,41176,0.495,,,rising,,2026-05-27T11:26:09Z
45159,4602,tiktok,ext_tiktok_00000619,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-11T12:56:51Z,4730,1164,434,49386,0.858,,,rising,,2026-05-27T11:26:09Z
45160,4824,instagram,ext_instagram_00000620,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-18T01:01:40Z,344,22,42,1992,0.788,,,normal,,2026-05-27T11:26:09Z
45161,4986,twitter,ext_twitter_00000621,Outage follow-up is the top request in our subscriber forum this week,2026-05-24T23:33:04Z,605,35,47,16339,0.33,,,normal,,2026-05-27T11:26:09Z
45162,4846,twitter,ext_twitter_00000622,Small businesses need earlier visibility into field technician appointment availability,2026-05-22T11:26:58Z,39603,11677,3506,481972,-0.296,,,viral,,2026-05-27T11:26:09Z
45163,4769,youtube,ext_youtube_00000623,Billing and usage signals are surfacing new need for Family Connectivity Support Session from SilverLine Connected Life,2026-05-08T19:48:28Z,7929,1971,315,149870,0.377,,,rising,,2026-05-27T11:26:09Z
45164,4576,instagram,ext_instagram_00000624,"If your subscribers need LTE Backup Gateway, check HomeConnect Fixed Wireless availability early; appointment slots are moving fast",2026-05-05T16:36:37Z,16,75,41,2424,0.572,,,normal,,2026-05-27T11:26:09Z
45165,4887,youtube,ext_youtube_00000625,Device-support channels are seeing increased activation demand after a handset launch,2026-05-23T14:10:42Z,8767,227,261,92216,0.327,,,rising,,2026-05-27T11:26:09Z
45166,4622,tiktok,ext_tiktok_00000626,Recommended ClearMind Customer Care Fraud Resolution Case to an account manager today because churn risk is the issue,2026-05-26T15:25:47Z,4992,894,154,40520,0.815,,,rising,,2026-05-27T11:26:09Z
45167,4723,twitter,ext_twitter_00000627,"Thought Family Data Share Plan demand would level off, but WellNest Family Plans is still seeing urgent requests",2026-05-22T18:55:13Z,8246,1044,814,182638,0.51,,,rising,,2026-05-27T11:26:09Z
45168,4645,threads,ext_threads_00000628,Morning capacity review featuring New Line Activation. WaveFirst Mobile needs pre-positioned technician capacity,2026-05-08T14:15:38Z,642,95,16,15647,0.56,,,normal,,2026-05-27T11:26:09Z
45169,4586,instagram,ext_instagram_00000629,Added New Line Activation to the high-priority service assurance path. Thank you WaveFirst Mobile for closing the gap,2026-05-25T02:41:09Z,967,64,25,15336,0.882,,,normal,,2026-05-27T11:26:09Z
45170,4914,instagram,ext_instagram_00000630,Subscribers are asking about Student Mobile Plan through WellNest Family Plans; upgrade and activation demand is rising,2026-05-23T15:07:28Z,564,30,33,9821,0.848,,,normal,,2026-05-27T11:26:09Z
45171,4822,youtube,ext_youtube_00000631,Network operations is flagging Family Connectivity Support Session from SilverLine Connected Life as a capacity bottleneck this week,2026-05-22T09:16:14Z,417,97,2,2693,0.371,,,normal,,2026-05-27T11:26:09Z
45172,4920,tiktok,ext_tiktok_00000632,Coverage update: Home Wi-Fi Mesh Kit capacity at PulsePoint 5G is getting tight after a spike in service orders,2026-05-27T10:05:15Z,8792,366,414,139710,0.865,,,rising,,2026-05-27T11:26:09Z
45173,4882,youtube,ext_youtube_00000633,Subscriber experience note - FiberPath Broadband Gigabit Fiber Install is the service everyone is trying to schedule right now,2026-05-20T21:32:21Z,624,40,5,15415,0.312,,,normal,,2026-05-27T11:26:09Z
45174,5052,threads,ext_threads_00000634,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-25T05:24:49Z,221,22,3,2577,-0.277,,,normal,,2026-05-27T11:26:09Z
45175,5047,threads,ext_threads_00000635,"Two-week review of SignalBridge Mobile 5G Unlimited Mobile Plan: strong subscriber response, but capacity planning matters",2026-05-16T20:29:13Z,572,84,37,2613,0.505,,,normal,,2026-05-27T11:26:09Z
45176,5006,twitter,ext_twitter_00000636,Families keep asking for better Wi-Fi performance before evening streaming starts,2026-05-27T11:13:45Z,263,22,27,1367,-0.195,,,normal,,2026-05-27T11:26:09Z
45177,4854,instagram,ext_instagram_00000637,Connected life teams need better outreach after recent storm-related service events,2026-05-25T12:25:16Z,414115,23379,26503,7994672,-0.221,,,mega_viral,,2026-05-27T11:26:09Z
45178,4933,threads,ext_threads_00000638,Billing and usage signals are surfacing new need for Fixed Wireless Home Internet from HomeConnect Fixed Wireless,2026-05-09T21:30:40Z,949,1,49,9003,0.797,,,normal,,2026-05-27T11:26:09Z
45179,4897,youtube,ext_youtube_00000639,"If your subscribers need Number Port-In Activation, check SignalBridge Mobile availability early; appointment slots are moving fast",2026-05-17T05:39:16Z,9853,1628,172,186916,0.424,,,rising,,2026-05-27T11:26:09Z
45180,4612,tiktok,ext_tiktok_00000640,Day 30 with the 5G Business Consultation workflow and the field team says PulsePoint 5G reduced manual follow-up,2026-05-26T11:30:34Z,656,74,49,9046,0.723,,,normal,,2026-05-27T11:26:09Z
45181,4642,tiktok,ext_tiktok_00000641,Recommended SilverLine Connected Life Family Connectivity Support Session to an account manager today because churn risk is the issue,2026-05-27T00:33:35Z,696,41,0,3991,0.332,,,normal,,2026-05-27T11:26:09Z
45182,4618,twitter,ext_twitter_00000642,Small businesses need earlier visibility into field technician appointment availability,2026-05-23T02:00:17Z,6861,1176,531,24066,-0.245,,,rising,,2026-05-27T11:26:09Z
45183,4664,youtube,ext_youtube_00000643,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-04T15:05:12Z,984,31,47,17656,0.393,,,normal,,2026-05-27T11:26:09Z
45184,4917,youtube,ext_youtube_00000644,Added Churn Risk Save Offer to the high-priority service assurance path. Thank you WaveFirst Mobile for closing the gap,2026-04-30T23:25:24Z,697,43,0,7275,0.934,,,normal,,2026-05-27T11:26:09Z
45185,4842,youtube,ext_youtube_00000645,Subscribers are asking about Edge Compute Reservation through EnterpriseEdge Services; upgrade and activation demand is rising,2026-05-14T14:23:00Z,95,19,0,6948,0.782,,,normal,,2026-05-27T11:26:09Z
45186,4896,twitter,ext_twitter_00000646,Network operations is flagging 5G Unlimited Mobile Plan from SignalBridge Mobile as a capacity bottleneck this week,2026-05-08T13:45:09Z,10743,6969,2356,542148,0.485,,,viral,,2026-05-27T11:26:09Z
45187,5027,youtube,ext_youtube_00000647,Connected life teams need better outreach after recent storm-related service events,2026-05-03T16:36:42Z,11,88,14,9816,0.564,,,normal,,2026-05-27T11:26:09Z
45188,4958,threads,ext_threads_00000648,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-06T16:06:46Z,880,5,3,11785,0.888,,,normal,,2026-05-27T11:26:09Z
45189,4676,instagram,ext_instagram_00000649,Outage follow-up: demand for Fixed Wireless Home Internet is up and HomeConnect Fixed Wireless needs more field slots,2026-04-28T17:23:44Z,819,99,44,10706,0.481,,,normal,,2026-05-27T11:26:09Z
45190,4896,twitter,ext_twitter_00000650,"Two-week review of HomeConnect Fixed Wireless LTE Backup Gateway: strong subscriber response, but capacity planning matters",2026-05-11T10:07:00Z,472,49,16,2867,0.65,,,normal,,2026-05-27T11:26:09Z
45191,4654,youtube,ext_youtube_00000651,Outage follow-up is the top request in our subscriber forum this week,2026-05-14T05:11:47Z,722,88,9,7245,0.135,,,normal,,2026-05-27T11:26:09Z
45192,4700,threads,ext_threads_00000652,NOC huddle: prioritize SignalBridge Mobile 5G Unlimited Mobile Plan installs before the weekend streaming surge,2026-05-27T00:47:52Z,92,0,2,14196,0.687,,,normal,,2026-05-27T11:26:09Z
45193,4704,youtube,ext_youtube_00000653,Billing and usage signals are surfacing new need for Enterprise Account Navigation from EnterpriseEdge Services,2026-05-27T11:18:53Z,604,48,34,4650,0.261,,,normal,,2026-05-27T11:26:09Z
45194,4876,twitter,ext_twitter_00000654,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-27T10:22:24Z,454,27,45,3248,-0.003,,,normal,,2026-05-27T11:26:09Z
45195,4810,tiktok,ext_tiktok_00000655,Day 30 with the Student Mobile Plan workflow and the field team says WellNest Family Plans reduced manual follow-up,2026-05-24T14:40:39Z,9810,1265,252,141072,0.57,,,rising,,2026-05-27T11:26:09Z
45196,4759,youtube,ext_youtube_00000656,Recommended MetroSupply Devices Connected Device Monitoring Onboarding to an account manager today because churn risk is the issue,2026-05-25T23:29:19Z,3059,517,487,189617,0.266,,,rising,,2026-05-27T11:26:09Z
45197,4991,twitter,ext_twitter_00000657,"Thought Roaming Cost Coaching demand would level off, but RoamFlow Mobility is still seeing urgent requests",2026-05-21T15:59:17Z,37562,2712,4504,620956,0.427,,,viral,,2026-05-27T11:26:09Z
45198,4683,twitter,ext_twitter_00000658,Morning capacity review featuring IoT Sensor Gateway Kit. OrbitMotion IoT needs pre-positioned technician capacity,2026-04-30T09:01:06Z,487,85,22,14621,0.521,,,normal,,2026-05-27T11:26:09Z
45199,4875,tiktok,ext_tiktok_00000659,Added LTE Backup Gateway to the high-priority service assurance path. Thank you HomeConnect Fixed Wireless for closing the gap,2026-05-20T10:39:09Z,946,52,44,12903,0.923,,,normal,,2026-05-27T11:26:09Z
45200,4942,youtube,ext_youtube_00000660,Subscribers are asking about 5G Mobile Hotspot Kit through MetroSupply Devices; upgrade and activation demand is rising,2026-05-12T14:37:49Z,39,64,29,12387,0.593,,,normal,,2026-05-27T11:26:09Z
45201,4749,youtube,ext_youtube_00000661,Network operations is flagging 5G Unlimited Mobile Plan from SignalBridge Mobile as a capacity bottleneck this week,2026-05-27T09:27:36Z,4723,1728,558,104609,0.39,,,rising,,2026-05-27T11:26:09Z
45202,4902,youtube,ext_youtube_00000662,Small businesses need earlier visibility into field technician appointment availability,2026-05-11T17:47:42Z,737,68,29,10943,0.303,,,normal,,2026-05-27T11:26:09Z
45203,4959,instagram,ext_instagram_00000663,Subscriber experience note - EnterpriseEdge Services Edge Compute Reservation is the service everyone is trying to schedule right now,2026-05-15T19:38:24Z,4038,1349,568,178971,0.471,,,rising,,2026-05-27T11:26:09Z
45204,4823,threads,ext_threads_00000664,Coverage gaps are delaying service assurance for several subscriber groups,2026-04-27T20:35:30Z,762,65,20,5767,0.428,,,normal,,2026-05-27T11:26:09Z
45205,4692,tiktok,ext_tiktok_00000665,"Two-week review of WellNest Family Plans Network Congestion Plan Review: strong subscriber response, but capacity planning matters",2026-05-26T07:55:30Z,954,91,22,14219,0.692,,,normal,,2026-05-27T11:26:09Z
45206,4697,tiktok,ext_tiktok_00000666,Families keep asking where to find Connected Device Monitoring Onboarding. MetroSupply Devices is showing up in every upgrade thread,2026-04-28T20:23:04Z,216858,27902,10653,10733505,0.296,,,mega_viral,,2026-05-27T11:26:09Z
45207,4733,twitter,ext_twitter_00000667,NOC huddle: prioritize SignalBridge Mobile 5G Unlimited Mobile Plan installs before the weekend streaming surge,2026-05-20T19:17:20Z,724,79,10,11270,0.585,,,normal,,2026-05-27T11:26:09Z
45208,4573,twitter,ext_twitter_00000668,Billing and usage signals are surfacing new need for Senior Connected Life Plan from SilverLine Connected Life,2026-05-15T15:16:11Z,15,5,26,13462,0.439,,,normal,,2026-05-27T11:26:09Z
45209,4798,threads,ext_threads_00000669,"If your subscribers need Family Data Share Plan, check WellNest Family Plans availability early; appointment slots are moving fast",2026-05-26T02:36:07Z,659,3,18,12023,0.905,,,normal,,2026-05-27T11:26:09Z
45210,5005,tiktok,ext_tiktok_00000670,Day 30 with the 5G Unlimited Mobile Plan workflow and the field team says SignalBridge Mobile reduced manual follow-up,2026-05-06T02:00:55Z,739,14,28,14433,0.581,,,normal,,2026-05-27T11:26:09Z
45211,4845,tiktok,ext_tiktok_00000671,Recommended SilverLine Connected Life Family Connectivity Support Session to an account manager today because churn risk is the issue,2026-05-21T22:49:04Z,976,71,18,15046,0.568,,,normal,,2026-05-27T11:26:09Z
45212,4982,youtube,ext_youtube_00000672,"Thought Network Congestion Plan Review demand would level off, but WellNest Family Plans is still seeing urgent requests",2026-05-24T02:08:46Z,35,26,27,8490,0.328,,,normal,,2026-05-27T11:26:09Z
45213,4626,instagram,ext_instagram_00000673,Morning capacity review featuring Fiber Appointment Scheduling. RoamFlow Mobility needs pre-positioned technician capacity,2026-05-24T13:08:24Z,7093,1028,812,26661,0.446,,,rising,,2026-05-27T11:26:09Z
45214,4602,tiktok,ext_tiktok_00000674,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-21T21:20:53Z,22972,3954,6913,653821,-0.268,,,viral,,2026-05-27T11:26:09Z
45215,4894,instagram,ext_instagram_00000675,Subscribers are asking about 5G Mobile Hotspot Kit through MetroSupply Devices; upgrade and activation demand is rising,2026-05-17T06:06:01Z,480,18,32,186,0.875,,,normal,,2026-05-27T11:26:09Z
45216,4994,instagram,ext_instagram_00000676,Network operations is flagging Small Business Fiber SLA from FiberPath Broadband as a capacity bottleneck this week,2026-05-22T05:12:28Z,237,81,9,14101,0.43,,,normal,,2026-05-27T11:26:09Z
45217,4874,instagram,ext_instagram_00000677,Coverage update: Home Wi-Fi Mesh Kit capacity at PulsePoint 5G is getting tight after a spike in service orders,2026-05-26T08:59:43Z,533,95,33,11534,0.647,,,normal,,2026-05-27T11:26:09Z
45218,4848,threads,ext_threads_00000678,Subscriber experience note - HomeConnect Fixed Wireless Smart Home Connectivity Assessment is the service everyone is trying to schedule right now,2026-05-11T20:31:33Z,36232,3847,4100,265265,0.546,,,viral,,2026-05-27T11:26:09Z
45219,5002,youtube,ext_youtube_00000679,Outage follow-up: demand for Device Upgrade Enrollment is up and PulsePoint 5G needs more field slots,2026-05-14T00:24:14Z,2520,765,831,91636,0.747,,,rising,,2026-05-27T11:26:09Z
45220,4676,instagram,ext_instagram_00000680,"Two-week review of WellNest Family Plans Network Congestion Plan Review: strong subscriber response, but capacity planning matters",2026-05-27T08:37:26Z,544,31,48,6880,0.897,,,normal,,2026-05-27T11:26:09Z
45221,4994,instagram,ext_instagram_00000681,Outage follow-up is the top request in our subscriber forum this week,2026-05-03T18:19:02Z,8393,1993,600,171533,0.595,,,rising,,2026-05-27T11:26:09Z
45222,4551,instagram,ext_instagram_00000682,NOC huddle: prioritize MetroSupply Devices Connected Device Monitoring Onboarding installs before the weekend streaming surge,2026-05-07T08:17:53Z,9805,338,703,68161,0.393,,,rising,,2026-05-27T11:26:09Z
45223,4612,tiktok,ext_tiktok_00000683,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-24T17:55:02Z,6979,1893,234,79861,0.234,,,rising,,2026-05-27T11:26:09Z
45224,5049,tiktok,ext_tiktok_00000684,Coverage gaps are delaying service assurance for several subscriber groups,2026-04-29T04:02:19Z,9974,559,682,61562,-0.009,,,rising,,2026-05-27T11:26:09Z
45225,4996,twitter,ext_twitter_00000685,Device-support channels are seeing increased activation demand after a handset launch,2026-05-05T07:31:04Z,776,36,16,4562,-0.051,,,normal,,2026-05-27T11:26:09Z
45226,4596,instagram,ext_instagram_00000686,Families keep asking for better Wi-Fi performance before evening streaming starts,2026-05-05T21:24:51Z,416,88,46,11380,0.207,,,normal,,2026-05-27T11:26:09Z
45227,4829,instagram,ext_instagram_00000687,"Thought Family Data Share Plan demand would level off, but WellNest Family Plans is still seeing urgent requests",2026-05-02T17:47:29Z,316044,46471,38584,4578658,0.229,,,mega_viral,,2026-05-27T11:26:09Z
45228,4757,tiktok,ext_tiktok_00000688,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-23T04:21:35Z,76,58,3,269,-0.17,,,normal,,2026-05-27T11:26:09Z
45229,4563,twitter,ext_twitter_00000689,Added 5G Business Consultation to the high-priority service assurance path. Thank you PulsePoint 5G for closing the gap,2026-05-27T09:12:06Z,554,35,48,10890,0.361,,,normal,,2026-05-27T11:26:09Z
45230,4727,tiktok,ext_tiktok_00000690,Subscribers are asking about 5G Mobile Hotspot Kit through MetroSupply Devices; upgrade and activation demand is rising,2026-05-04T00:50:35Z,212,52,44,4850,0.918,,,normal,,2026-05-27T11:26:09Z
45231,4782,tiktok,ext_tiktok_00000691,Outage follow-up is the top request in our subscriber forum this week,2026-05-27T03:25:32Z,386,5,39,18877,0.744,,,normal,,2026-05-27T11:26:09Z
45232,5046,youtube,ext_youtube_00000692,Coverage update: Connected Device Monitoring Onboarding capacity at MetroSupply Devices is getting tight after a spike in service orders,2026-05-03T05:58:49Z,26102,11178,1618,754610,0.421,,,viral,,2026-05-27T11:26:09Z
