mention_id,post_id,product_id,confidence_score,mention_type,created_at
23412,45741,1558,0.759,semantic,2026-05-27T11:26:10Z
23413,45742,1552,0.704,hashtag,2026-05-27T11:26:10Z
23414,45743,1543,0.838,visual,2026-05-27T11:26:10Z
23415,45744,1544,0.79,inferred,2026-05-27T11:26:10Z
23416,45745,1545,0.922,direct,2026-05-27T11:26:10Z
23417,45746,1542,0.875,semantic,2026-05-27T11:26:10Z
23418,45747,1559,0.822,hashtag,2026-05-27T11:26:10Z
23419,45748,1556,0.97,visual,2026-05-27T11:26:10Z
23420,45750,1560,0.77,direct,2026-05-27T11:26:10Z
23421,45751,1572,0.864,semantic,2026-05-27T11:26:10Z
23422,45752,1546,0.71,hashtag,2026-05-27T11:26:10Z
23423,45753,1562,0.711,visual,2026-05-27T11:26:10Z
23424,45755,1571,0.779,direct,2026-05-27T11:26:10Z
23425,45756,1546,0.939,semantic,2026-05-27T11:26:10Z
23426,45757,1555,0.842,hashtag,2026-05-27T11:26:10Z
23427,45758,1570,0.887,visual,2026-05-27T11:26:10Z
23428,45759,1543,0.723,inferred,2026-05-27T11:26:10Z
23429,45761,1558,0.831,semantic,2026-05-27T11:26:10Z
23430,45762,1571,0.704,hashtag,2026-05-27T11:26:10Z
23431,45764,1565,0.982,inferred,2026-05-27T11:26:10Z
23432,45765,1542,0.768,direct,2026-05-27T11:26:10Z
23433,45766,1564,0.954,semantic,2026-05-27T11:26:10Z
23434,45767,1545,0.94,hashtag,2026-05-27T11:26:10Z
23435,45769,1569,0.809,inferred,2026-05-27T11:26:10Z
23436,45771,1566,0.998,semantic,2026-05-27T11:26:10Z
23437,45772,1546,0.781,hashtag,2026-05-27T11:26:10Z
23438,45774,1550,0.826,inferred,2026-05-27T11:26:10Z
23439,45775,1572,0.905,direct,2026-05-27T11:26:10Z
23440,45777,1545,0.775,hashtag,2026-05-27T11:26:10Z
23441,45778,1564,0.88,visual,2026-05-27T11:26:10Z
23442,45779,1545,0.842,inferred,2026-05-27T11:26:10Z
23443,45780,1558,0.998,direct,2026-05-27T11:26:10Z
23444,45781,1562,0.957,semantic,2026-05-27T11:26:10Z
23445,45782,1556,0.859,hashtag,2026-05-27T11:26:10Z
23446,45784,1554,0.977,inferred,2026-05-27T11:26:10Z
23447,45785,1558,0.887,direct,2026-05-27T11:26:10Z
23448,45787,1568,0.803,hashtag,2026-05-27T11:26:10Z
23449,45788,1541,0.958,visual,2026-05-27T11:26:10Z
23450,45789,1556,0.762,inferred,2026-05-27T11:26:10Z
23451,45790,1552,0.821,direct,2026-05-27T11:26:10Z
23452,45791,1570,0.84,semantic,2026-05-27T11:26:10Z
23453,45793,1572,0.952,visual,2026-05-27T11:26:10Z
23454,45794,1560,0.923,inferred,2026-05-27T11:26:10Z
23455,45795,1543,0.967,direct,2026-05-27T11:26:10Z
23456,45796,1550,0.954,semantic,2026-05-27T11:26:10Z
23457,45797,1547,0.726,hashtag,2026-05-27T11:26:10Z
23458,45798,1544,0.933,visual,2026-05-27T11:26:10Z
23459,45799,1547,0.956,inferred,2026-05-27T11:26:10Z
23460,45801,1560,0.778,semantic,2026-05-27T11:26:10Z
23461,45802,1555,0.9,hashtag,2026-05-27T11:26:10Z
23462,45804,1546,0.987,inferred,2026-05-27T11:26:10Z
23463,45805,1544,0.965,direct,2026-05-27T11:26:10Z
23464,45807,1548,0.701,hashtag,2026-05-27T11:26:10Z
23465,45808,1549,0.893,visual,2026-05-27T11:26:10Z
23466,45810,1545,0.862,direct,2026-05-27T11:26:10Z
23467,45811,1553,0.844,semantic,2026-05-27T11:26:10Z
23468,45813,1560,0.702,visual,2026-05-27T11:26:10Z
23469,45814,1556,0.961,inferred,2026-05-27T11:26:10Z
23470,45816,1548,0.774,semantic,2026-05-27T11:26:10Z
23471,45818,1559,0.84,visual,2026-05-27T11:26:10Z
23472,45821,1551,0.831,semantic,2026-05-27T11:26:10Z
23473,45823,1541,0.999,visual,2026-05-27T11:26:10Z
23474,45824,1570,0.934,inferred,2026-05-27T11:26:10Z
23475,45827,1571,0.711,hashtag,2026-05-27T11:26:10Z
23476,45829,1550,0.972,inferred,2026-05-27T11:26:10Z
23477,45830,1571,0.822,direct,2026-05-27T11:26:10Z
23478,45832,1545,0.97,hashtag,2026-05-27T11:26:10Z
23479,45835,1557,0.889,direct,2026-05-27T11:26:10Z
23480,45836,1559,0.79,semantic,2026-05-27T11:26:10Z
23481,45837,1544,0.708,hashtag,2026-05-27T11:26:10Z
23482,45838,1555,0.867,visual,2026-05-27T11:26:10Z
23483,45839,1560,0.858,inferred,2026-05-27T11:26:10Z
23484,45841,1572,0.79,semantic,2026-05-27T11:26:10Z
23485,45842,1555,0.765,hashtag,2026-05-27T11:26:10Z
23486,45843,1552,0.781,visual,2026-05-27T11:26:10Z
23487,45847,1568,0.732,hashtag,2026-05-27T11:26:10Z
23488,45848,1559,0.874,visual,2026-05-27T11:26:10Z
23489,45849,1551,0.862,inferred,2026-05-27T11:26:10Z
23490,45850,1569,0.782,direct,2026-05-27T11:26:10Z
23491,45851,1558,0.908,semantic,2026-05-27T11:26:10Z
23492,45852,1567,0.719,hashtag,2026-05-27T11:26:10Z
23493,45853,1561,0.736,visual,2026-05-27T11:26:10Z
23494,45854,1553,0.721,inferred,2026-05-27T11:26:10Z
23495,45855,1545,0.981,direct,2026-05-27T11:26:10Z
23496,45856,1550,0.892,semantic,2026-05-27T11:26:10Z
23497,45858,1545,0.841,visual,2026-05-27T11:26:10Z
23498,45861,1542,0.919,semantic,2026-05-27T11:26:10Z
23499,45862,1565,0.819,hashtag,2026-05-27T11:26:10Z
23500,45866,1566,0.758,semantic,2026-05-27T11:26:10Z
23501,45868,1562,0.814,visual,2026-05-27T11:26:10Z
23502,45869,1555,0.836,inferred,2026-05-27T11:26:10Z
23503,45871,1544,0.756,semantic,2026-05-27T11:26:10Z
23504,45872,1570,0.727,hashtag,2026-05-27T11:26:10Z
23505,45873,1564,0.838,visual,2026-05-27T11:26:10Z
23506,45874,1542,0.796,inferred,2026-05-27T11:26:10Z
23507,45875,1569,0.94,direct,2026-05-27T11:26:10Z
23508,45876,1543,0.81,semantic,2026-05-27T11:26:10Z
23509,45877,1546,0.783,hashtag,2026-05-27T11:26:10Z
23510,45878,1555,0.907,visual,2026-05-27T11:26:10Z
23511,45879,1556,0.71,inferred,2026-05-27T11:26:10Z
23512,45880,1556,0.812,direct,2026-05-27T11:26:10Z
23513,45881,1558,0.716,semantic,2026-05-27T11:26:10Z
23514,45882,1566,0.847,hashtag,2026-05-27T11:26:10Z
23515,45883,1541,0.753,visual,2026-05-27T11:26:10Z
23516,45884,1558,0.864,inferred,2026-05-27T11:26:10Z
23517,45886,1557,0.792,semantic,2026-05-27T11:26:10Z
23518,45887,1560,0.707,hashtag,2026-05-27T11:26:10Z
23519,45889,1557,0.938,inferred,2026-05-27T11:26:10Z
23520,45890,1560,0.71,direct,2026-05-27T11:26:10Z
23521,45891,1557,0.828,semantic,2026-05-27T11:26:10Z
23522,45892,1554,0.977,hashtag,2026-05-27T11:26:10Z
23523,45893,1550,0.791,visual,2026-05-27T11:26:10Z
23524,45894,1552,0.768,inferred,2026-05-27T11:26:10Z
23525,45895,1549,0.732,direct,2026-05-27T11:26:10Z
23526,45896,1560,0.737,semantic,2026-05-27T11:26:10Z
23527,45897,1572,0.818,hashtag,2026-05-27T11:26:10Z
23528,45898,1571,0.901,visual,2026-05-27T11:26:10Z
23529,45899,1565,0.725,inferred,2026-05-27T11:26:10Z
23530,45900,1545,0.744,direct,2026-05-27T11:26:10Z
23531,45901,1570,0.732,semantic,2026-05-27T11:26:10Z
23532,45903,1559,0.979,visual,2026-05-27T11:26:10Z
23533,45904,1547,0.851,inferred,2026-05-27T11:26:10Z
23534,45906,1566,0.804,semantic,2026-05-27T11:26:10Z
23535,45909,1563,0.879,inferred,2026-05-27T11:26:10Z
23536,45911,1564,0.943,semantic,2026-05-27T11:26:10Z
23537,45912,1563,0.877,hashtag,2026-05-27T11:26:10Z
23538,45914,1543,0.843,inferred,2026-05-27T11:26:10Z
23539,45917,1565,0.959,hashtag,2026-05-27T11:26:10Z
23540,45919,1562,0.733,inferred,2026-05-27T11:26:10Z
23541,45920,1565,0.796,direct,2026-05-27T11:26:10Z
23542,45922,1561,0.911,hashtag,2026-05-27T11:26:10Z
23543,45924,1565,0.704,inferred,2026-05-27T11:26:10Z
23544,45926,1543,0.938,semantic,2026-05-27T11:26:10Z
23545,45927,1563,0.842,hashtag,2026-05-27T11:26:10Z
23546,45928,1554,0.839,visual,2026-05-27T11:26:10Z
23547,45929,1548,0.919,inferred,2026-05-27T11:26:10Z
23548,45930,1567,0.933,direct,2026-05-27T11:26:10Z
23549,45931,1562,0.919,semantic,2026-05-27T11:26:10Z
23550,45933,1546,0.81,visual,2026-05-27T11:26:10Z
23551,45934,1549,0.884,inferred,2026-05-27T11:26:10Z
23552,45936,1563,0.931,semantic,2026-05-27T11:26:10Z
23553,45937,1569,0.733,hashtag,2026-05-27T11:26:10Z
23554,45938,1546,0.993,visual,2026-05-27T11:26:10Z
23555,45939,1544,0.745,inferred,2026-05-27T11:26:10Z
23556,45940,1557,0.805,direct,2026-05-27T11:26:10Z
23557,45941,1569,0.862,semantic,2026-05-27T11:26:10Z
23558,45944,1561,0.754,inferred,2026-05-27T11:26:10Z
23559,45945,1561,0.838,direct,2026-05-27T11:26:10Z
23560,45946,1541,0.907,semantic,2026-05-27T11:26:10Z
23561,45947,1566,0.933,hashtag,2026-05-27T11:26:10Z
23562,45948,1566,0.818,visual,2026-05-27T11:26:10Z
23563,45949,1570,0.789,inferred,2026-05-27T11:26:10Z
23564,45950,1568,0.977,direct,2026-05-27T11:26:10Z
23565,45951,1565,0.98,semantic,2026-05-27T11:26:10Z
23566,45952,1554,0.856,hashtag,2026-05-27T11:26:10Z
23567,45953,1572,0.835,visual,2026-05-27T11:26:10Z
23568,45954,1546,0.743,inferred,2026-05-27T11:26:10Z
23569,45956,1552,0.73,semantic,2026-05-27T11:26:10Z
23570,45957,1571,0.725,hashtag,2026-05-27T11:26:10Z
23571,45958,1545,0.734,visual,2026-05-27T11:26:10Z
23572,45960,1549,0.974,direct,2026-05-27T11:26:10Z
23573,45961,1570,0.804,semantic,2026-05-27T11:26:10Z
23574,45964,1562,0.917,inferred,2026-05-27T11:26:10Z
23575,45965,1562,0.816,direct,2026-05-27T11:26:10Z
23576,45966,1572,0.816,semantic,2026-05-27T11:26:10Z
23577,45967,1546,0.924,hashtag,2026-05-27T11:26:10Z
23578,45968,1552,0.974,visual,2026-05-27T11:26:10Z
23579,45969,1555,0.705,inferred,2026-05-27T11:26:10Z
23580,45972,1543,0.737,hashtag,2026-05-27T11:26:10Z
23581,45973,1559,0.949,visual,2026-05-27T11:26:10Z
23582,45975,1567,0.802,direct,2026-05-27T11:26:10Z
23583,45980,1543,1,direct,2026-05-27T11:26:10Z
23584,45981,1571,0.992,semantic,2026-05-27T11:26:10Z
23585,45982,1563,0.708,hashtag,2026-05-27T11:26:10Z
23586,45984,1567,0.839,inferred,2026-05-27T11:26:10Z
23587,45985,1565,0.868,direct,2026-05-27T11:26:10Z
23588,45987,1556,0.878,hashtag,2026-05-27T11:26:10Z
23589,45989,1564,0.741,inferred,2026-05-27T11:26:10Z
23590,45990,1544,0.999,direct,2026-05-27T11:26:10Z
23591,45992,1556,0.923,hashtag,2026-05-27T11:26:10Z
23592,45993,1551,0.88,visual,2026-05-27T11:26:10Z
23593,45994,1559,0.963,inferred,2026-05-27T11:26:10Z
23594,45995,1554,0.991,direct,2026-05-27T11:26:10Z
23595,45998,1557,0.744,visual,2026-05-27T11:26:10Z
23596,46000,1569,0.997,direct,2026-05-27T11:26:10Z
23597,46001,1557,0.729,semantic,2026-05-27T11:26:10Z
23598,46003,1565,0.982,visual,2026-05-27T11:26:10Z
23599,46004,1541,0.973,inferred,2026-05-27T11:26:10Z
23600,46006,1558,0.939,semantic,2026-05-27T11:26:10Z
23601,46007,1568,0.816,hashtag,2026-05-27T11:26:10Z
23602,46009,1565,0.898,inferred,2026-05-27T11:26:10Z
23603,46011,1564,0.917,semantic,2026-05-27T11:26:10Z
23604,46015,1567,0.849,direct,2026-05-27T11:26:10Z
23605,46016,1549,0.769,semantic,2026-05-27T11:26:10Z
23606,46021,1565,0.841,semantic,2026-05-27T11:26:10Z
23607,46022,1563,0.803,hashtag,2026-05-27T11:26:10Z
23608,46023,1555,0.74,visual,2026-05-27T11:26:10Z
23609,46025,1565,0.899,direct,2026-05-27T11:26:10Z
23610,46027,1560,0.895,hashtag,2026-05-27T11:26:10Z
23611,46028,1546,0.765,visual,2026-05-27T11:26:10Z
23612,46029,1557,0.908,inferred,2026-05-27T11:26:10Z
23613,46030,1562,0.959,direct,2026-05-27T11:26:10Z
23614,46031,1559,0.737,semantic,2026-05-27T11:26:10Z
23615,46032,1544,0.728,hashtag,2026-05-27T11:26:10Z
23616,46034,1559,0.765,inferred,2026-05-27T11:26:10Z
23617,46035,1549,0.902,direct,2026-05-27T11:26:10Z
23618,46037,1565,0.73,hashtag,2026-05-27T11:26:10Z
23619,46038,1557,0.946,visual,2026-05-27T11:26:10Z
23620,46040,1564,0.755,direct,2026-05-27T11:26:10Z
23621,46042,1546,0.978,hashtag,2026-05-27T11:26:10Z
23622,46043,1572,0.898,visual,2026-05-27T11:26:10Z
23623,46044,1547,0.738,inferred,2026-05-27T11:26:10Z
23624,46045,1567,0.729,direct,2026-05-27T11:26:10Z
23625,46046,1556,0.752,semantic,2026-05-27T11:26:10Z
23626,46047,1565,0.961,hashtag,2026-05-27T11:26:10Z
23627,46048,1546,0.778,visual,2026-05-27T11:26:10Z
23628,46049,1554,0.877,inferred,2026-05-27T11:26:10Z
23629,46050,1566,0.804,direct,2026-05-27T11:26:10Z
23630,46051,1564,0.974,semantic,2026-05-27T11:26:10Z
23631,46053,1546,0.823,visual,2026-05-27T11:26:10Z
23632,46055,1568,0.867,direct,2026-05-27T11:26:10Z
23633,46056,1543,0.962,semantic,2026-05-27T11:26:10Z
23634,46057,1549,0.85,hashtag,2026-05-27T11:26:10Z
23635,46059,1571,0.922,inferred,2026-05-27T11:26:10Z
23636,46061,1557,0.961,semantic,2026-05-27T11:26:10Z
23637,46062,1560,0.744,hashtag,2026-05-27T11:26:10Z
23638,46064,1569,0.987,inferred,2026-05-27T11:26:10Z
23639,46065,1562,0.856,direct,2026-05-27T11:26:10Z
23640,46066,1565,0.904,semantic,2026-05-27T11:26:10Z
23641,46067,1550,0.892,hashtag,2026-05-27T11:26:10Z
23642,46068,1541,0.704,visual,2026-05-27T11:26:10Z
23643,46069,1543,0.895,inferred,2026-05-27T11:26:10Z
23644,46070,1559,0.786,direct,2026-05-27T11:26:10Z
23645,46071,1566,0.894,semantic,2026-05-27T11:26:10Z
23646,46072,1563,0.794,hashtag,2026-05-27T11:26:10Z
23647,46074,1560,0.949,inferred,2026-05-27T11:26:10Z
23648,46077,1546,0.9,hashtag,2026-05-27T11:26:10Z
23649,46079,1553,0.71,inferred,2026-05-27T11:26:10Z
23650,46081,1542,0.889,semantic,2026-05-27T11:26:10Z
23651,46084,1547,0.746,inferred,2026-05-27T11:26:10Z
23652,46086,1554,0.849,semantic,2026-05-27T11:26:10Z
23653,46089,1568,0.771,inferred,2026-05-27T11:26:10Z
23654,46090,1572,0.794,direct,2026-05-27T11:26:10Z
23655,46091,1572,0.87,semantic,2026-05-27T11:26:10Z
23656,46093,1572,0.965,visual,2026-05-27T11:26:10Z
23657,46096,1560,0.762,semantic,2026-05-27T11:26:10Z
23658,46097,1545,0.845,hashtag,2026-05-27T11:26:10Z
23659,46098,1551,0.982,visual,2026-05-27T11:26:10Z
23660,46099,1563,0.766,inferred,2026-05-27T11:26:10Z
23661,46100,1546,0.846,direct,2026-05-27T11:26:10Z
23662,46101,1566,0.757,semantic,2026-05-27T11:26:10Z
23663,46102,1543,0.855,hashtag,2026-05-27T11:26:10Z
23664,46103,1545,0.813,visual,2026-05-27T11:26:10Z
23665,46104,1560,0.709,inferred,2026-05-27T11:26:10Z
23666,46105,1544,0.918,direct,2026-05-27T11:26:10Z
23667,46106,1561,0.928,semantic,2026-05-27T11:26:10Z
23668,46107,1560,0.799,hashtag,2026-05-27T11:26:10Z
23669,46108,1571,0.841,visual,2026-05-27T11:26:10Z
23670,46109,1551,0.969,inferred,2026-05-27T11:26:10Z
23671,46110,1546,0.786,direct,2026-05-27T11:26:10Z
23672,46111,1564,0.924,semantic,2026-05-27T11:26:10Z
23673,46119,1541,0.72,inferred,2026-05-27T11:26:10Z
23674,46120,1572,0.891,direct,2026-05-27T11:26:10Z
23675,46121,1560,0.889,semantic,2026-05-27T11:26:10Z
23676,46122,1566,0.868,hashtag,2026-05-27T11:26:10Z
23677,46123,1567,0.991,visual,2026-05-27T11:26:10Z
23678,46124,1557,0.786,inferred,2026-05-27T11:26:10Z
23679,46125,1568,0.866,direct,2026-05-27T11:26:10Z
23680,46126,1542,0.717,semantic,2026-05-27T11:26:10Z
23681,46128,1547,0.877,visual,2026-05-27T11:26:10Z
23682,46129,1559,0.955,inferred,2026-05-27T11:26:10Z
23683,46130,1560,0.857,direct,2026-05-27T11:26:10Z
23684,46132,1555,0.762,hashtag,2026-05-27T11:26:10Z
23685,46133,1570,0.712,visual,2026-05-27T11:26:10Z
23686,46139,1558,0.773,inferred,2026-05-27T11:26:10Z
23687,46141,1555,0.74,semantic,2026-05-27T11:26:10Z
23688,46142,1572,0.951,hashtag,2026-05-27T11:26:10Z
23689,46143,1554,0.735,visual,2026-05-27T11:26:10Z
23690,46144,1547,0.877,inferred,2026-05-27T11:26:10Z
23691,46145,1553,0.801,direct,2026-05-27T11:26:10Z
23692,46146,1556,0.825,semantic,2026-05-27T11:26:10Z
23693,46148,1562,0.977,visual,2026-05-27T11:26:10Z
23694,46149,1558,0.756,inferred,2026-05-27T11:26:10Z
23695,46150,1571,0.714,direct,2026-05-27T11:26:10Z
23696,46151,1559,0.949,semantic,2026-05-27T11:26:10Z
23697,46152,1562,0.732,hashtag,2026-05-27T11:26:10Z
23698,46154,1559,0.903,inferred,2026-05-27T11:26:10Z
23699,46155,1549,0.894,direct,2026-05-27T11:26:10Z
23700,46156,1562,0.754,semantic,2026-05-27T11:26:10Z
23701,46157,1563,0.811,hashtag,2026-05-27T11:26:10Z
23702,46160,1557,0.796,direct,2026-05-27T11:26:10Z
23703,46161,1566,0.823,semantic,2026-05-27T11:26:10Z
23704,46162,1541,0.942,hashtag,2026-05-27T11:26:10Z
23705,46163,1553,0.986,visual,2026-05-27T11:26:10Z
23706,46164,1553,0.926,inferred,2026-05-27T11:26:10Z
23707,46165,1572,0.711,direct,2026-05-27T11:26:10Z
23708,46166,1543,0.828,semantic,2026-05-27T11:26:10Z
23709,46168,1572,0.801,visual,2026-05-27T11:26:10Z
23710,46170,1564,0.92,direct,2026-05-27T11:26:10Z
23711,46172,1555,0.779,hashtag,2026-05-27T11:26:10Z
23712,46173,1568,0.91,visual,2026-05-27T11:26:10Z
23713,46174,1560,0.773,inferred,2026-05-27T11:26:10Z
23714,46176,1544,0.763,semantic,2026-05-27T11:26:10Z
23715,46177,1572,0.805,hashtag,2026-05-27T11:26:10Z
23716,46178,1551,0.74,visual,2026-05-27T11:26:10Z
23717,46179,1559,0.848,inferred,2026-05-27T11:26:10Z
23718,46180,1551,0.798,direct,2026-05-27T11:26:10Z
23719,46181,1551,0.948,semantic,2026-05-27T11:26:10Z
23720,46182,1569,0.786,hashtag,2026-05-27T11:26:10Z
23721,46183,1560,0.855,visual,2026-05-27T11:26:10Z
23722,46184,1542,0.727,inferred,2026-05-27T11:26:10Z
23723,46185,1569,0.917,direct,2026-05-27T11:26:10Z
23724,46186,1561,0.993,semantic,2026-05-27T11:26:10Z
23725,46187,1568,0.799,hashtag,2026-05-27T11:26:10Z
23726,46188,1568,0.785,visual,2026-05-27T11:26:10Z
23727,46189,1555,0.808,inferred,2026-05-27T11:26:10Z
23728,46190,1557,0.828,direct,2026-05-27T11:26:10Z
23729,46191,1572,0.986,semantic,2026-05-27T11:26:10Z
23730,46192,1551,0.722,hashtag,2026-05-27T11:26:10Z
23731,46193,1556,0.808,visual,2026-05-27T11:26:10Z
23732,46194,1564,0.917,inferred,2026-05-27T11:26:10Z
23733,46195,1549,0.851,direct,2026-05-27T11:26:10Z
23734,46197,1550,0.755,hashtag,2026-05-27T11:26:10Z
23735,46198,1562,0.878,visual,2026-05-27T11:26:10Z
23736,46199,1559,0.882,inferred,2026-05-27T11:26:10Z
23737,46200,1554,0.954,direct,2026-05-27T11:26:10Z
23738,46201,1548,0.754,semantic,2026-05-27T11:26:10Z
23739,46202,1541,0.878,hashtag,2026-05-27T11:26:10Z
23740,46204,1555,0.915,inferred,2026-05-27T11:26:10Z
23741,46205,1557,0.732,direct,2026-05-27T11:26:10Z
23742,46206,1556,0.82,semantic,2026-05-27T11:26:10Z
23743,46207,1557,0.999,hashtag,2026-05-27T11:26:10Z
23744,46209,1568,0.751,inferred,2026-05-27T11:26:10Z
23745,46210,1541,0.701,direct,2026-05-27T11:26:10Z
23746,46212,1556,0.912,hashtag,2026-05-27T11:26:10Z
23747,46213,1564,0.801,visual,2026-05-27T11:26:10Z
23748,46214,1541,0.963,inferred,2026-05-27T11:26:10Z
23749,46215,1569,0.751,direct,2026-05-27T11:26:10Z
23750,46216,1546,0.816,semantic,2026-05-27T11:26:10Z
23751,46217,1544,0.713,hashtag,2026-05-27T11:26:10Z
23752,46223,1557,0.922,visual,2026-05-27T11:26:10Z
23753,46226,1561,0.769,semantic,2026-05-27T11:26:10Z
23754,46227,1558,0.976,hashtag,2026-05-27T11:26:10Z
23755,46228,1569,0.829,visual,2026-05-27T11:26:10Z
23756,46229,1554,0.949,inferred,2026-05-27T11:26:10Z
23757,46230,1560,0.705,direct,2026-05-27T11:26:10Z
23758,46231,1570,0.709,semantic,2026-05-27T11:26:10Z
23759,46232,1547,0.845,hashtag,2026-05-27T11:26:10Z
23760,46233,1559,0.728,visual,2026-05-27T11:26:10Z
23761,46234,1560,0.772,inferred,2026-05-27T11:26:10Z
23762,46236,1548,0.702,semantic,2026-05-27T11:26:10Z
23763,46237,1558,0.895,hashtag,2026-05-27T11:26:10Z
23764,46238,1559,0.933,visual,2026-05-27T11:26:10Z
23765,46239,1549,0.94,inferred,2026-05-27T11:26:10Z
23766,46240,1555,0.923,direct,2026-05-27T11:26:10Z
23767,46241,1568,0.774,semantic,2026-05-27T11:26:10Z
23768,46244,1562,0.849,inferred,2026-05-27T11:26:10Z
23769,46245,1546,0.907,direct,2026-05-27T11:26:10Z
23770,46246,1565,0.821,semantic,2026-05-27T11:26:10Z
23771,46247,1559,0.736,hashtag,2026-05-27T11:26:10Z
23772,46249,1554,0.794,inferred,2026-05-27T11:26:10Z
23773,46251,1563,0.966,semantic,2026-05-27T11:26:10Z
23774,46252,1567,0.869,hashtag,2026-05-27T11:26:10Z
23775,46253,1555,0.926,visual,2026-05-27T11:26:10Z
23776,46255,1542,0.824,direct,2026-05-27T11:26:10Z
23777,46256,1572,0.764,semantic,2026-05-27T11:26:10Z
23778,46257,1556,0.805,hashtag,2026-05-27T11:26:10Z
23779,46258,1562,0.924,visual,2026-05-27T11:26:10Z
23780,46259,1547,0.706,inferred,2026-05-27T11:26:10Z
23781,46260,1553,0.728,direct,2026-05-27T11:26:10Z
23782,46261,1551,0.842,semantic,2026-05-27T11:26:10Z
23783,46262,1549,0.959,hashtag,2026-05-27T11:26:10Z
23784,46263,1572,0.986,visual,2026-05-27T11:26:10Z
23785,46264,1552,0.814,inferred,2026-05-27T11:26:10Z
23786,46265,1569,0.848,direct,2026-05-27T11:26:10Z
23787,46267,1548,0.964,hashtag,2026-05-27T11:26:10Z
23788,46269,1547,0.847,inferred,2026-05-27T11:26:10Z
23789,46270,1565,0.714,direct,2026-05-27T11:26:10Z
23790,46271,1549,0.881,semantic,2026-05-27T11:26:10Z
23791,46272,1543,0.887,hashtag,2026-05-27T11:26:10Z
23792,46273,1552,0.763,visual,2026-05-27T11:26:10Z
23793,46274,1567,0.909,inferred,2026-05-27T11:26:10Z
23794,46275,1551,0.706,direct,2026-05-27T11:26:10Z
23795,46276,1550,0.756,semantic,2026-05-27T11:26:10Z
23796,46279,1563,0.732,inferred,2026-05-27T11:26:10Z
23797,46283,1559,0.721,visual,2026-05-27T11:26:10Z
23798,46287,1572,0.959,hashtag,2026-05-27T11:26:10Z
23799,46288,1542,0.889,visual,2026-05-27T11:26:10Z
23800,46291,1568,0.79,semantic,2026-05-27T11:26:10Z
23801,46293,1567,0.716,visual,2026-05-27T11:26:10Z
23802,46295,1552,0.79,direct,2026-05-27T11:26:10Z
23803,46296,1569,0.746,semantic,2026-05-27T11:26:10Z
23804,46297,1564,0.925,hashtag,2026-05-27T11:26:10Z
23805,46298,1560,0.712,visual,2026-05-27T11:26:10Z
23806,46299,1571,0.913,inferred,2026-05-27T11:26:10Z
23807,46300,1542,0.774,direct,2026-05-27T11:26:10Z
23808,46301,1571,0.96,semantic,2026-05-27T11:26:10Z
23809,46302,1542,0.779,hashtag,2026-05-27T11:26:10Z
23810,46304,1556,0.736,inferred,2026-05-27T11:26:10Z
23811,46305,1541,0.984,direct,2026-05-27T11:26:10Z
23812,46308,1547,0.711,visual,2026-05-27T11:26:10Z
23813,46310,1556,0.877,direct,2026-05-27T11:26:10Z
23814,46312,1560,0.717,hashtag,2026-05-27T11:26:10Z
23815,46313,1549,0.702,visual,2026-05-27T11:26:10Z
23816,46314,1556,0.784,inferred,2026-05-27T11:26:10Z
23817,46315,1561,0.718,direct,2026-05-27T11:26:10Z
23818,46316,1560,0.959,semantic,2026-05-27T11:26:10Z
23819,46319,1544,0.957,inferred,2026-05-27T11:26:10Z
23820,46321,1547,0.917,semantic,2026-05-27T11:26:10Z
23821,46323,1541,0.797,visual,2026-05-27T11:26:10Z
23822,46324,1545,0.746,inferred,2026-05-27T11:26:10Z
23823,46326,1555,0.794,semantic,2026-05-27T11:26:10Z
23824,46327,1552,0.933,hashtag,2026-05-27T11:26:10Z
23825,46328,1567,0.885,visual,2026-05-27T11:26:10Z
23826,46329,1543,0.92,inferred,2026-05-27T11:26:10Z
23827,46331,1565,0.752,semantic,2026-05-27T11:26:10Z
23828,46332,1552,0.744,hashtag,2026-05-27T11:26:10Z
23829,46333,1542,0.983,visual,2026-05-27T11:26:10Z
23830,46334,1558,0.894,inferred,2026-05-27T11:26:10Z
23831,46336,1556,0.89,semantic,2026-05-27T11:26:10Z
23832,46338,1548,0.779,visual,2026-05-27T11:26:10Z
23833,46340,1552,0.779,direct,2026-05-27T11:26:10Z
23834,46341,1542,0.995,semantic,2026-05-27T11:26:10Z
23835,46345,1547,0.717,direct,2026-05-27T11:26:10Z
23836,46346,1544,0.959,semantic,2026-05-27T11:26:10Z
23837,46347,1553,0.747,hashtag,2026-05-27T11:26:10Z
23838,46348,1552,0.818,visual,2026-05-27T11:26:10Z
23839,46350,1552,0.77,direct,2026-05-27T11:26:10Z
23840,46352,1550,0.985,hashtag,2026-05-27T11:26:10Z
23841,46353,1542,0.936,visual,2026-05-27T11:26:10Z
23842,46354,1556,0.749,inferred,2026-05-27T11:26:10Z
23843,46356,1569,0.841,semantic,2026-05-27T11:26:10Z
23844,46357,1558,0.949,hashtag,2026-05-27T11:26:10Z
23845,46359,1557,0.829,inferred,2026-05-27T11:26:10Z
23846,46360,1548,0.934,direct,2026-05-27T11:26:10Z
23847,46362,1554,0.749,hashtag,2026-05-27T11:26:10Z
23848,46363,1548,0.999,visual,2026-05-27T11:26:10Z
23849,46364,1562,0.782,inferred,2026-05-27T11:26:10Z
23850,46365,1548,0.778,direct,2026-05-27T11:26:10Z
